date,symbol,open,high,low,close,Volume LTC,Volume USD
12/19/22 4:00,LTC/USD,62.59,65.36,61.02,64.84,5195.9563,336905.8065
12/19/22 0:00,LTC/USD,64.38,64.83,61.02,63.3,5535.02883,350367.3249
12/18/22 4:00,LTC/USD,64.86,65.87,61.62,62.59,4318.79544,270313.4066
12/18/22 0:00,LTC/USD,65.07,65.87,63.19,64.38,3244.22956,208863.4991
12/17/22 4:00,LTC/USD,66.38,66.89,62.59,64.86,6960.41699,451452.646
12/17/22 0:00,LTC/USD,66.33,67.61,62.59,65.07,7777.14066,506058.5427
12/16/22 4:00,LTC/USD,73.2,73.32,65.05,66.38,7417.31208,492361.1759
12/16/22 0:00,LTC/USD,72.46,73.39,65.05,66.33,7336.93515,486658.9085
12/15/22 4:00,LTC/USD,74.9,74.9,71.77,73.2,2290.28431,167648.8115
12/15/22 0:00,LTC/USD,75.39,75.85,71.77,72.46,7958.92022,576703.3591
12/14/22 4:00,LTC/USD,78.46,78.97,73.69,74.9,7635.82807,571923.5224
12/14/22 0:00,LTC/USD,77.36,78.97,74.52,75.39,5539.5983,417630.3158
12/13/22 4:00,LTC/USD,76.87,79.71,74.46,78.46,7300.00287,572758.2252
12/13/22 0:00,LTC/USD,76.27,79.71,74.46,77.36,7907.43858,611719.4485
12/12/22 4:00,LTC/USD,74.3,77.25,73.6,76.87,6249.53645,480401.8669
12/12/22 0:00,LTC/USD,76.48,76.85,73.6,76.27,6474.65457,493821.9041
12/11/22 4:00,LTC/USD,77.34,78.32,74.1,74.3,3545.06222,263398.1229
12/11/22 0:00,LTC/USD,76.43,78.32,76.36,76.48,2808.34975,214782.5889
12/10/22 4:00,LTC/USD,76.45,77.97,75.7,77.34,2008.98403,155374.8249
12/10/22 0:00,LTC/USD,76.29,77.27,75.7,76.43,1714.99547,131077.1038
12/9/22 4:00,LTC/USD,78.02,78.61,75.88,76.45,3094.24766,236555.2336
12/9/22 0:00,LTC/USD,78.38,78.83,75.88,76.29,3516.67635,268287.2387
12/8/22 4:00,LTC/USD,76.56,78.83,74.52,78.02,4744.37632,370156.2405
12/8/22 0:00,LTC/USD,76.91,78.64,74.52,78.38,4772.30861,374053.5489
12/7/22 4:00,LTC/USD,79.25,79.25,75.88,76.56,1849.7487,141616.7605
12/7/22 0:00,LTC/USD,79.92,80.29,75.55,76.91,6970.59151,536108.193
12/6/22 4:00,LTC/USD,81.6,81.6,77.61,79.25,6597.95236,522887.7245
12/6/22 0:00,LTC/USD,80.26,81.67,77.61,79.92,5829.01413,465854.8093
12/5/22 4:00,LTC/USD,77.9,84.92,77.84,81.6,20066.40937,1637419.005
12/5/22 0:00,LTC/USD,77.2,84.92,76.89,80.26,21312.52568,1710543.311
12/4/22 4:00,LTC/USD,76.56,78.6,75.83,77.9,4272.76457,332848.36
12/4/22 0:00,LTC/USD,76.49,77.5,75.83,77.2,2419.41441,186778.7925
12/3/22 4:00,LTC/USD,77.16,77.48,75.45,76.56,3286.43293,251609.3051
12/3/22 0:00,LTC/USD,77.95,77.99,75.45,76.49,3177.41616,243040.5621
12/2/22 4:00,LTC/USD,75.92,78.15,75.52,77.16,3576.81568,275987.0979
12/2/22 0:00,LTC/USD,77.55,78.15,75.47,77.95,4097.79596,319423.1951
12/1/22 4:00,LTC/USD,77.32,78.5,75.47,75.92,1197.31223,90899.9445
12/1/22 0:00,LTC/USD,79.19,80.57,76.28,77.55,10525.27933,816235.412
11/30/22 4:00,LTC/USD,78.34,80.57,76.28,77.32,4946.93273,382496.8387
11/30/22 0:00,LTC/USD,75.72,80.57,75.55,79.19,5315.47816,420932.7155
11/29/22 4:00,LTC/USD,75.66,80.57,74.93,78.34,9431.48938,738862.878
11/29/22 0:00,LTC/USD,73.95,77.88,73.46,75.72,10649.27569,806363.1552
11/28/22 4:00,LTC/USD,72.4,76.36,70.5,75.66,13053.6476,987638.9774
11/28/22 0:00,LTC/USD,75.04,75.3,70.5,73.95,12051.33104,891195.9304
11/27/22 4:00,LTC/USD,77.5,79.18,71.24,72.4,6573.95255,475954.1646
11/27/22 0:00,LTC/USD,76.3,79.18,74.17,75.04,5273.01247,395686.8557
11/26/22 4:00,LTC/USD,74.8,79.65,74.77,77.5,11702.91924,906976.2411
11/26/22 0:00,LTC/USD,73.96,79.65,73.87,76.3,13881.39613,1059150.525
11/25/22 4:00,LTC/USD,77.63,77.93,73.25,74.8,13433.60914,1004833.964
11/25/22 0:00,LTC/USD,78.62,79.67,73.25,73.96,13818.80823,1022039.057
11/24/22 4:00,LTC/USD,76.36,79.67,74.94,77.63,13632.51312,1058291.994
11/24/22 0:00,LTC/USD,78.84,79.32,74.94,78.62,11190.45292,879793.4086
11/23/22 4:00,LTC/USD,81.61,81.61,75.69,76.36,18154.54911,1386281.37
11/23/22 0:00,LTC/USD,70.47,83.23,69.53,78.84,24746.8679,1951043.065
11/22/22 4:00,LTC/USD,62.33,83.23,61,81.61,20067.96369,1637746.517
11/22/22 0:00,LTC/USD,61.03,71,61,70.47,13907.2226,980041.9766
11/21/22 4:00,LTC/USD,60.23,62.74,59.27,62.33,5825.63877,363112.0645
11/21/22 0:00,LTC/USD,61.95,63.25,59.16,61.03,6102.74275,372450.39
11/20/22 4:00,LTC/USD,63.57,63.79,59.16,60.23,3759.10508,226410.899
11/20/22 0:00,LTC/USD,63.7,64.75,60.4,61.95,2975.40924,184326.6024
11/19/22 4:00,LTC/USD,62.07,64.75,61.77,63.57,3886.05119,247036.2741
11/19/22 0:00,LTC/USD,62.59,64.39,61.38,63.7,3618.75282,230514.5546
11/18/22 4:00,LTC/USD,62.48,63.36,61.25,62.07,5455.62337,338630.5426
11/18/22 0:00,LTC/USD,63.15,63.64,60.74,62.59,6575.90034,411585.6023
11/17/22 4:00,LTC/USD,57.64,63.54,57.05,62.48,10722.43827,669937.9431
11/17/22 0:00,LTC/USD,57.44,63.22,57.05,63.15,11873.52336,749813.0002
11/16/22 4:00,LTC/USD,59.06,59.06,56.81,57.64,5975.3591,344419.6985
11/16/22 0:00,LTC/USD,57.92,60.08,56.67,57.44,8769.13372,503699.0409
11/15/22 4:00,LTC/USD,57.99,60,57.19,59.06,4678.98874,276341.075
11/15/22 0:00,LTC/USD,56.32,60,56.32,57.92,4509.99465,261218.8901
11/14/22 4:00,LTC/USD,56.05,59.11,53.45,57.99,9711.78292,563186.2915
11/14/22 0:00,LTC/USD,57.15,59.11,53.45,56.32,9991.50639,562721.6399
11/13/22 4:00,LTC/USD,59.76,59.85,55.36,56.05,3157.08253,176954.4758
11/13/22 0:00,LTC/USD,59.78,60.26,56.17,57.15,3573.25008,204211.2421
11/12/22 4:00,LTC/USD,60.01,60.84,58.03,59.76,7963.80603,475917.0484
11/12/22 0:00,LTC/USD,61.28,61.54,58.03,59.78,8019.4159,479400.6825
11/11/22 4:00,LTC/USD,60.07,63.99,58.36,60.01,11679.77338,700903.2005
11/11/22 0:00,LTC/USD,60.35,63.99,58.36,61.28,13361.9971,818823.1823
11/10/22 4:00,LTC/USD,52.87,63.65,52.32,60.07,11673.10324,701203.3116
11/10/22 0:00,LTC/USD,50.31,61.03,49.79,60.35,12490.68206,753812.6623
11/9/22 4:00,LTC/USD,59.26,59.26,47.53,52.87,14110.24108,746008.4459
11/9/22 0:00,LTC/USD,57.61,59.8,47.53,50.31,23525.50923,1183568.369
11/8/22 4:00,LTC/USD,64.38,68.77,53.89,59.26,29673.63301,1758459.492
11/8/22 0:00,LTC/USD,67.68,68.77,53.89,57.61,29493.31667,1699109.973
11/7/22 4:00,LTC/USD,71.56,72,64.34,64.38,18102.33387,1165428.255
11/7/22 0:00,LTC/USD,68.27,73.27,66.33,67.68,21041.00405,1424055.154
11/6/22 4:00,LTC/USD,69.07,73.27,67.57,71.56,12603.31984,901893.5678
11/6/22 0:00,LTC/USD,69.28,70.78,67.57,68.27,9761.21702,666398.286
11/5/22 4:00,LTC/USD,68.47,71.87,67.84,69.07,15435.6025,1066137.065
11/5/22 0:00,LTC/USD,67.61,71.87,67.18,69.28,15054.28264,1042960.701
11/4/22 4:00,LTC/USD,62.48,70.46,62.4,68.47,25998.88956,1780143.968
11/4/22 0:00,LTC/USD,61.89,70.46,61.73,67.61,25035.95062,1692680.621
11/3/22 4:00,LTC/USD,63.26,63.65,60.18,62.48,11633.41763,726855.9335
11/3/22 0:00,LTC/USD,60.97,64.71,60.18,61.89,17445.88539,1079725.847
11/2/22 4:00,LTC/USD,55.39,64.71,55.39,63.26,9495.90996,600711.2641
11/2/22 0:00,LTC/USD,55.14,62.85,54.7,60.97,27931.76251,1702999.56
11/1/22 4:00,LTC/USD,54.97,55.95,54.54,55.39,15171.99537,840376.8235
11/1/22 0:00,LTC/USD,55.05,55.95,54.54,55.14,15123.78028,833925.2446
10/31/22 4:00,LTC/USD,55.39,56.43,53.91,54.97,18943.69214,1041334.757
10/31/22 0:00,LTC/USD,55.36,56.43,53.91,55.05,18918.843,1041482.307
10/30/22 4:00,LTC/USD,56.71,57.24,54.27,55.39,7970.06417,441461.8544
10/30/22 0:00,LTC/USD,56.63,57.48,54.72,55.36,8859.76025,490476.3274
10/29/22 4:00,LTC/USD,55.49,57.59,54.94,56.71,12296.95061,697360.0691
10/29/22 0:00,LTC/USD,54.95,57.59,54.7,56.63,10609.49338,600815.6101
10/28/22 4:00,LTC/USD,54.55,55.55,53.55,55.49,10263.76383,569536.2549
10/28/22 0:00,LTC/USD,54.74,55.55,53.55,54.95,15400.91646,846280.3595
10/27/22 4:00,LTC/USD,56.29,56.67,54.07,54.55,13040.63744,711366.7724
10/27/22 0:00,LTC/USD,56.41,56.67,54.53,54.74,7951.23563,435250.6384
10/26/22 4:00,LTC/USD,56.44,56.5,55.7,56.29,746.16456,42001.60308
10/26/22 0:00,LTC/USD,55.95,57.63,55.71,56.41,11832.54714,667473.9842
10/25/22 4:00,LTC/USD,52.85,56.85,52.31,56.44,21373.09182,1206297.302
10/25/22 0:00,LTC/USD,52.57,56.85,52.31,55.95,19356.07666,1082972.489
10/24/22 4:00,LTC/USD,53.39,53.51,52.13,52.85,12669.01582,669557.4861
10/24/22 0:00,LTC/USD,53.91,54.2,52.13,52.57,14033.56246,737744.3785
10/23/22 4:00,LTC/USD,52.22,54.2,51.87,53.39,6151.26485,328416.0303
10/23/22 0:00,LTC/USD,52.17,54.01,51.87,53.91,5039.46949,271677.8002
10/22/22 4:00,LTC/USD,51.54,52.53,51.49,52.22,7652.07684,399591.4526
10/22/22 0:00,LTC/USD,51.63,52.53,51.32,52.17,6835.63794,356615.2313
10/21/22 4:00,LTC/USD,50.93,51.79,49.59,51.54,9839.33231,507119.1873
10/21/22 0:00,LTC/USD,51.2,51.79,49.59,51.63,11637.71609,600855.2817
10/20/22 4:00,LTC/USD,50.95,52.09,50.7,50.93,11149.5546,567846.8158
10/20/22 0:00,LTC/USD,50.96,52.09,50.52,51.2,10519.49383,538598.0841
10/19/22 4:00,LTC/USD,51.71,51.71,50.52,50.95,3296.08952,167935.761
10/19/22 0:00,LTC/USD,51.85,52.02,50.79,50.96,8794.92586,448189.4218
10/18/22 4:00,LTC/USD,51.9,52.2,50.79,51.71,11643.29112,602074.5838
10/18/22 0:00,LTC/USD,51.8,52.2,50.79,51.85,12657.46667,656289.6468
10/17/22 4:00,LTC/USD,51.29,52.12,51.16,51.9,12056.79039,625747.4212
10/17/22 0:00,LTC/USD,51.47,52.12,51.04,51.8,9381.20878,485946.6148
10/16/22 4:00,LTC/USD,50.57,51.81,50.57,51.29,4438.82836,227667.5066
10/16/22 0:00,LTC/USD,50.39,51.81,50.3,51.47,4756.94538,244839.9787
10/15/22 4:00,LTC/USD,51.35,51.64,50.3,50.57,6436.72382,325505.1236
10/15/22 0:00,LTC/USD,51.3,51.64,50.35,50.39,6195.39492,312185.95
10/14/22 4:00,LTC/USD,52.43,52.44,50.94,51.35,5607.51395,287945.8413
10/14/22 0:00,LTC/USD,51.16,52.57,50.92,51.3,6086.7848,312252.0602
10/13/22 4:00,LTC/USD,51.89,52.57,48.31,52.43,27575.55906,1445786.562
10/13/22 0:00,LTC/USD,52.22,52.47,48.31,51.16,29198.45835,1493793.129
10/12/22 4:00,LTC/USD,52.18,52.53,51.55,51.89,5650.33815,293196.0466
10/12/22 0:00,LTC/USD,52.04,52.92,51.64,52.22,9878.96442,515879.522
10/11/22 4:00,LTC/USD,51.65,52.59,51.37,52.18,8436.20877,440201.3736
10/11/22 0:00,LTC/USD,52.6,52.63,51.3,52.04,9012.3391,469002.1268
10/10/22 4:00,LTC/USD,53.98,54.39,51.3,51.65,6918.14198,357322.0333
10/10/22 0:00,LTC/USD,54,54.46,52.51,52.6,6439.29315,338706.8197
10/9/22 4:00,LTC/USD,52.85,54.46,52.81,53.98,7835.8411,422978.7026
10/9/22 0:00,LTC/USD,52.85,54,52.65,54,8868.94383,478922.9668
10/8/22 4:00,LTC/USD,53.2,53.53,52.46,52.85,5003.05565,264411.4911
10/8/22 0:00,LTC/USD,52.87,53.53,52.46,52.85,3818.72392,201819.5592
10/7/22 4:00,LTC/USD,53.51,53.85,52.31,53.2,6661.17795,354374.6669
10/7/22 0:00,LTC/USD,53.48,53.85,52.31,52.87,6481.63211,342683.8897
10/6/22 4:00,LTC/USD,54.72,54.77,53.24,53.51,3181.4894,170241.4978
10/6/22 0:00,LTC/USD,54.58,55.03,53.39,53.48,7634.00808,408266.7521
10/5/22 4:00,LTC/USD,54.94,55.19,53.35,54.72,5475.36532,299611.9903
10/5/22 0:00,LTC/USD,55.3,55.34,53.35,54.58,6636.8948,362241.7182
10/4/22 4:00,LTC/USD,54.34,55.8,53.89,54.94,10958.09656,602037.825
10/4/22 0:00,LTC/USD,54.12,55.8,53.89,55.3,9446.68691,522401.7861
10/3/22 4:00,LTC/USD,52.43,54.47,51.99,54.34,10356.70667,562783.4404
10/3/22 0:00,LTC/USD,51.75,54.29,51.5,54.12,10375.64255,561529.7748
10/2/22 4:00,LTC/USD,52.97,53.43,51.5,52.43,5248.69251,275188.9483
10/2/22 0:00,LTC/USD,52.91,53.43,51.65,51.75,4932.60402,255262.258
10/1/22 4:00,LTC/USD,53.47,53.83,52.5,52.97,8751.17893,463549.9479
10/1/22 0:00,LTC/USD,53.47,53.93,52.5,52.91,15357.94263,812588.7446
9/30/22 4:00,LTC/USD,53.63,55.08,52.9,53.47,19402.01394,1037425.685
9/30/22 0:00,LTC/USD,53.97,55.08,52.9,53.47,17516.16914,936589.5639
9/29/22 4:00,LTC/USD,53.51,54.19,52.27,53.63,14314.06279,767663.1874
9/29/22 0:00,LTC/USD,53.29,54.13,52.27,53.97,9764.93255,527013.4097
9/28/22 4:00,LTC/USD,51.9,53.81,51.9,53.51,3739.09254,200078.8418
9/28/22 0:00,LTC/USD,52.8,53.81,51.02,53.29,11918.63016,635143.8012
9/27/22 4:00,LTC/USD,54.93,55.58,51.02,51.9,12658.3107,656966.3253
9/27/22 0:00,LTC/USD,53.42,55.58,51.81,52.8,17110.8329,903451.9771
9/26/22 4:00,LTC/USD,52.88,55.35,51.88,54.93,16481.01891,905302.3687
9/26/22 0:00,LTC/USD,52.54,53.75,51.88,53.42,11872.10522,634207.8609
9/25/22 4:00,LTC/USD,54.2,54.33,52.08,52.88,6504.31901,343948.3892
9/25/22 0:00,LTC/USD,53.37,54.37,52.08,52.54,6188.28496,325132.4918
9/24/22 4:00,LTC/USD,54.78,55.89,53.2,54.2,8935.39598,484298.4621
9/24/22 0:00,LTC/USD,55.27,55.89,53.2,53.37,9688.61344,517081.2993
9/23/22 4:00,LTC/USD,54.08,55.58,51.44,54.78,11048.38718,605230.6497
9/23/22 0:00,LTC/USD,53.55,55.28,51.44,55.27,9483.45533,524150.5761
9/22/22 4:00,LTC/USD,51.66,54.4,51.66,54.08,6558.35603,354675.8941
9/22/22 0:00,LTC/USD,51.19,54.05,50.63,53.55,7320.41068,392007.9919
9/21/22 4:00,LTC/USD,52.41,55.43,50.34,51.66,7273.61562,375754.9829
9/21/22 0:00,LTC/USD,52.35,55.43,50.34,51.19,12739.42195,652131.0096
9/20/22 4:00,LTC/USD,52.12,53.84,50.87,52.41,13599.05552,712726.4998
9/20/22 0:00,LTC/USD,52.89,53.84,50.87,52.35,14829.29756,776313.7273
9/19/22 4:00,LTC/USD,51.18,53.22,50.22,52.12,13360.58351,696353.6125
9/19/22 0:00,LTC/USD,52.61,53.68,50.03,52.89,17003.35859,899307.6358
9/18/22 4:00,LTC/USD,57.24,57.46,50.03,51.18,24402.47524,1248918.683
9/18/22 0:00,LTC/USD,57.85,57.85,52.31,52.61,18445.03098,970393.0799
9/17/22 4:00,LTC/USD,56.36,58.41,56.02,57.24,5288.28771,302701.5885
9/17/22 0:00,LTC/USD,55.89,58.41,55.82,57.85,5542.70961,320645.7509
9/16/22 4:00,LTC/USD,55.79,56.7,54.63,56.36,20483.38612,1154443.642
9/16/22 0:00,LTC/USD,56.32,56.91,54.63,55.89,24074.60385,1345529.609
9/15/22 4:00,LTC/USD,59.03,60.85,55.28,55.79,13240.73812,738700.7797
9/15/22 0:00,LTC/USD,60.22,60.85,55.85,56.32,11019.66119,620627.3182
9/14/22 4:00,LTC/USD,59.94,60.78,58.35,59.03,6812.42427,402137.4047
9/14/22 0:00,LTC/USD,58.97,61.11,58.28,60.22,9826.82706,591771.5256
9/13/22 4:00,LTC/USD,61.99,67.61,58.38,59.94,19161.64202,1148548.823
9/13/22 0:00,LTC/USD,61.33,67.61,56.65,58.97,20926.86931,1234057.483
9/12/22 4:00,LTC/USD,60.62,62.89,56.65,61.99,16113.65247,998885.3166
9/12/22 0:00,LTC/USD,62.21,63.24,60.14,61.33,14492.14011,888802.9529
9/11/22 4:00,LTC/USD,63.77,63.8,60.57,60.62,14675.02332,889599.9137
9/11/22 0:00,LTC/USD,63.37,64.43,61.41,62.21,14257.93269,886985.9926
9/10/22 4:00,LTC/USD,61.53,64.71,60.72,63.77,7954.84712,507280.6008
9/10/22 0:00,LTC/USD,61.32,64.71,60.72,63.37,8160.66569,517141.3848
9/9/22 4:00,LTC/USD,59.46,61.93,59.38,61.53,32449.52663,1996619.374
9/9/22 0:00,LTC/USD,57.92,61.91,57.76,61.32,35409.44005,2171306.864
9/8/22 4:00,LTC/USD,56.92,59.92,56.09,59.46,14551.50642,865232.5717
9/8/22 0:00,LTC/USD,57.3,58.61,56.09,57.92,11912.7731,689987.818
9/7/22 4:00,LTC/USD,53.51,58.29,53.51,56.92,3736.74624,212695.596
9/7/22 0:00,LTC/USD,54.08,58.29,52.89,57.3,10840.91311,621184.3212
9/6/22 4:00,LTC/USD,60.13,60.59,52.89,53.51,17284.86175,924912.9522
9/6/22 0:00,LTC/USD,60.38,62.68,54.02,54.08,15932.8065,861646.1755
9/5/22 4:00,LTC/USD,60.72,62.68,59.26,60.13,10673.53083,641799.4088
9/5/22 0:00,LTC/USD,60.92,61.59,59.26,60.38,10107.50144,610290.9369
9/4/22 4:00,LTC/USD,59.69,61.59,58.65,60.72,8145.13994,494572.8972
9/4/22 0:00,LTC/USD,60.16,61.01,58.65,60.92,7198.87154,438555.2542
9/3/22 4:00,LTC/USD,61.33,62.2,59.13,59.69,9212.87959,549916.7827
9/3/22 0:00,LTC/USD,61.12,62.2,59.62,60.16,10762.75086,647487.0917
9/2/22 4:00,LTC/USD,57.79,62.4,56.9,61.33,14592.83251,894978.4178
9/2/22 0:00,LTC/USD,57.51,62.4,56.5,61.12,14006.82252,856096.9924
9/1/22 4:00,LTC/USD,54.27,58.09,54.16,57.79,10712.62111,619082.3739
9/1/22 0:00,LTC/USD,53.75,57.78,53.24,57.51,9739.91539,560142.5341
8/31/22 4:00,LTC/USD,54.68,56.07,53.24,54.27,6061.11656,328936.7957
8/31/22 0:00,LTC/USD,52.82,55.23,52.82,53.75,10467.04033,562603.4177
8/30/22 4:00,LTC/USD,55.67,56.31,51.84,54.68,8839.40442,483338.6337
8/30/22 0:00,LTC/USD,55.82,56.31,51.84,52.82,7534.99665,397998.5231
8/29/22 4:00,LTC/USD,54.87,56.7,53.76,55.67,10618.99663,591159.5424
8/29/22 0:00,LTC/USD,53.31,56.7,52.52,55.82,12328.26584,688163.7992
8/28/22 4:00,LTC/USD,52.85,55.99,52.52,54.87,9929.64638,544839.6969
8/28/22 0:00,LTC/USD,53.06,55.99,52.5,53.31,8778.61024,467987.7119
8/27/22 4:00,LTC/USD,52.76,53.41,51.72,52.85,5641.93114,298176.0607
8/27/22 0:00,LTC/USD,52.75,53.41,51.72,53.06,5514.61068,292605.2427
8/26/22 4:00,LTC/USD,56.28,58.37,52.11,52.76,14076.8046,742692.2107
8/26/22 0:00,LTC/USD,56.63,58.37,52.11,52.75,14481.54458,763901.4766
8/25/22 4:00,LTC/USD,56.15,57.52,55.85,56.28,11047.97958,621780.2908
8/25/22 0:00,LTC/USD,56.49,57.52,55.85,56.63,10818.51436,612652.4682
8/24/22 4:00,LTC/USD,55.96,57.53,55.96,56.15,4359.71359,244797.9181
8/24/22 0:00,LTC/USD,57.13,57.64,55.59,56.49,11662.63528,658822.267
8/23/22 4:00,LTC/USD,56.11,57.67,53.99,55.96,13100.92808,733127.9354
8/23/22 0:00,LTC/USD,57.33,57.67,53.99,57.13,11586.08323,661912.9349
8/22/22 4:00,LTC/USD,54.7,57.55,52.33,56.11,12627.31613,708518.7081
8/22/22 0:00,LTC/USD,53.64,57.4,52.33,57.33,11807.70302,676935.6141
8/21/22 4:00,LTC/USD,54.02,55.97,53.64,54.7,5967.12849,326401.9284
8/21/22 0:00,LTC/USD,54.12,55.97,53.64,53.64,6365.64881,341453.4022
8/20/22 4:00,LTC/USD,54.92,55.58,52.71,54.02,5682.86324,306988.2722
8/20/22 0:00,LTC/USD,54.11,55.58,52.71,54.12,7681.88015,415743.3537
8/19/22 4:00,LTC/USD,58.83,59.02,53.29,54.92,14054.64307,771880.9974
8/19/22 0:00,LTC/USD,59.97,60.1,53.29,54.11,12682.18538,686233.0509
8/18/22 4:00,LTC/USD,60.81,61.68,58.06,58.83,12166.54037,715757.57
8/18/22 0:00,LTC/USD,60.35,61.68,59.37,59.97,12878.84472,772344.3179
8/17/22 4:00,LTC/USD,63.84,64.7,59.67,60.81,11921.67634,724957.1382
8/17/22 0:00,LTC/USD,61.4,64.7,59.67,60.35,11775.64503,710660.1776
8/16/22 4:00,LTC/USD,60.81,64.32,60.12,63.84,8506.16087,543033.3099
