https://www.CryptoDataDownload.com,,,,,,,,
unix,date,symbol,open,high,low,close,Volume LTC,Volume USD
1.56472E+12,8/2/19 4:00,LTC/USD,96.25,98.84,92.68,95.7,7666.966579,733728.7016
1.56463E+12,8/1/19 4:00,LTC/USD,96.78,100.85,96,96.25,8261.485798,795168.0081
1.56455E+12,7/31/19 4:00,LTC/USD,91.29,99.96,91.18,96.78,10098.50293,977333.1131
1.56446E+12,7/30/19 4:00,LTC/USD,88.98,92.9,88.96,91.29,2597.976464,237169.2714
1.56437E+12,7/29/19 4:00,LTC/USD,90.66,91.99,87.81,88.98,6853.776258,609849.0115
1.56429E+12,7/28/19 4:00,LTC/USD,88.4,92.25,83.19,90.66,6984.718113,633234.5441
1.5642E+12,7/27/19 4:00,LTC/USD,94.75,94.75,86.79,88.4,8695.831613,768711.5146
1.56411E+12,7/26/19 4:00,LTC/USD,92.09,96.36,90.19,94.75,6587.278205,624144.61
1.56403E+12,7/25/19 4:00,LTC/USD,95.38,95.38,91.11,92.09,459.415,42307.52735
1.56394E+12,7/24/19 4:00,LTC/USD,88.45,97.1,88.1,95.38,14923.01351,1423357.029
1.56385E+12,7/23/19 4:00,LTC/USD,94.07,94.37,87,88.45,16857.14119,1491014.138
1.56377E+12,7/22/19 4:00,LTC/USD,99.38,99.74,91.24,94.07,23338.65167,2195466.963
1.56368E+12,7/21/19 4:00,LTC/USD,98.61,100.94,96.43,99.38,3100.745245,308152.0625
1.5636E+12,7/20/19 4:00,LTC/USD,99.57,105.99,96.78,98.61,10281.51438,1013860.133
1.56351E+12,7/19/19 4:00,LTC/USD,98.4,101.06,95,99.57,11981.78477,1193026.31
1.56342E+12,7/18/19 4:00,LTC/USD,89.51,104.88,89.1,98.4,26038.40844,2562179.391
1.56334E+12,7/17/19 4:00,LTC/USD,79.49,94.74,77.51,89.51,45796.27438,4099224.519
1.56325E+12,7/16/19 4:00,LTC/USD,89.25,91.41,76.68,79.49,52868.29953,4202501.13
1.56316E+12,7/15/19 4:00,LTC/USD,89.33,93.19,85.83,89.25,19859.48334,1772458.888
1.56308E+12,7/14/19 4:00,LTC/USD,101.17,101.24,84.9,89.33,28867.94736,2578773.738
1.56299E+12,7/13/19 4:00,LTC/USD,102.92,104.2,97.78,101.17,8871.042174,897483.3367
1.5629E+12,7/12/19 4:00,LTC/USD,102.09,107.07,101.63,102.92,7017.864923,722278.6579
1.56282E+12,7/11/19 4:00,LTC/USD,103.66,105.9,100.79,102.09,1293.218872,132024.7147
1.56273E+12,7/10/19 4:00,LTC/USD,119.4,119.47,102.16,103.66,79623.7632,8253799.294
1.56264E+12,7/9/19 4:00,LTC/USD,122.81,123.44,117.95,119.4,18247.42295,2178742.3
1.56256E+12,7/8/19 4:00,LTC/USD,118.69,125.19,118.52,122.81,16302.6489,2002128.311
1.56247E+12,7/7/19 4:00,LTC/USD,118.13,121,117.15,118.69,4084.848584,484830.6784
1.56239E+12,7/6/19 4:00,LTC/USD,120.54,122.02,117.42,118.13,5643.862969,666709.5326
1.5623E+12,7/5/19 4:00,LTC/USD,119.49,120.85,116.68,120.54,12149.89532,1464548.381
1.56221E+12,7/4/19 4:00,LTC/USD,119.6,127.23,118.2,119.49,12151.59159,1451993.679
1.56213E+12,7/3/19 4:00,LTC/USD,121.33,122.62,117.36,119.6,11933.59593,1427258.073
1.56204E+12,7/2/19 4:00,LTC/USD,125.3,125.3,112.07,121.33,25869.60048,3138758.626
1.56195E+12,7/1/19 4:00,LTC/USD,125.3,125.3,125.3,125.3,0,0
1.56187E+12,6/30/19 4:00,LTC/USD,131.99,136.5,119.48,125.3,17535.95499,2197255.16
1.56178E+12,6/29/19 4:00,LTC/USD,115.75,136.28,115.01,131.99,20565.29246,2714412.951
1.56169E+12,6/28/19 4:00,LTC/USD,113.64,121.69,112.74,115.75,8898.435676,1029993.929
1.56161E+12,6/27/19 4:00,LTC/USD,129.61,129.74,109.88,113.64,29089.62559,3305745.052
1.56152E+12,6/26/19 4:00,LTC/USD,136.12,138,125.77,129.61,32542.52556,4217836.738
1.56144E+12,6/25/19 4:00,LTC/USD,135.67,138.2,128.88,136.12,12583.00767,1712799.004
1.56135E+12,6/24/19 4:00,LTC/USD,134.92,136.93,132.2,135.67,11875.23846,1611113.602
1.56126E+12,6/23/19 4:00,LTC/USD,141.36,141.87,133.5,134.92,5451.924168,735573.6087
1.56118E+12,6/22/19 4:00,LTC/USD,139.8,146.08,137,141.36,14131.70038,1997657.165
1.56109E+12,6/21/19 4:00,LTC/USD,137.85,143.99,135.6,139.8,24066.15424,3364448.363
1.561E+12,6/20/19 4:00,LTC/USD,136.37,139.19,133.52,137.85,37232.70354,5132528.183
1.56092E+12,6/19/19 4:00,LTC/USD,134.37,139.63,134.22,136.37,13348.69855,1820362.022
1.56083E+12,6/18/19 4:00,LTC/USD,133.08,136.98,129,134.37,11898.60987,1598816.208
1.56074E+12,6/17/19 4:00,LTC/USD,135.84,137,132.33,133.08,7931.687402,1055548.959
1.56066E+12,6/16/19 4:00,LTC/USD,136.29,139.21,133.79,135.84,4363.499864,592737.8215
1.56057E+12,6/15/19 4:00,LTC/USD,135.1,139.9,134.31,136.29,5182.056811,706262.5228
1.56048E+12,6/14/19 4:00,LTC/USD,129.48,137.43,125,135.1,44210.52783,5972842.31
1.5604E+12,6/13/19 4:00,LTC/USD,135,135,128.85,129.48,3443.391678,445850.3545
1.56031E+12,6/12/19 4:00,LTC/USD,139.75,144.13,130.75,135,30474.93494,4114116.217
1.56023E+12,6/11/19 4:00,LTC/USD,128.29,141.36,125.55,139.75,22919.09642,3202943.724
1.56014E+12,6/10/19 4:00,LTC/USD,116.46,132,114.53,128.29,43357.00456,5562270.115
1.56005E+12,6/9/19 4:00,LTC/USD,117.43,118.84,111.8,116.46,4061.06043,472951.0977
1.55997E+12,6/8/19 4:00,LTC/USD,117,120,113.82,117.43,5913.220723,694389.5095
1.55988E+12,6/7/19 4:00,LTC/USD,110.76,121.28,110.45,117,30399.92757,3556791.526
1.55979E+12,6/6/19 4:00,LTC/USD,105.48,112.31,101.09,110.76,14988.97575,1660178.954
1.55971E+12,6/5/19 4:00,LTC/USD,102.96,105.7,100.02,105.48,10193.9306,1075255.799
1.55962E+12,6/4/19 4:00,LTC/USD,102,105.5,97.65,102.96,15898.75256,1636935.564
1.55953E+12,6/3/19 4:00,LTC/USD,115.65,120.88,101.29,102,53303.45746,5436952.66
1.55945E+12,6/2/19 4:00,LTC/USD,113.37,119,112.12,115.65,18289.8867,2115225.396
1.55936E+12,6/1/19 4:00,LTC/USD,114.75,115.15,111.12,113.37,8207.333356,930465.3825
1.55928E+12,5/31/19 4:00,LTC/USD,107.45,115.96,107.45,114.75,2033.7244,233369.8749
1.55919E+12,5/30/19 4:00,LTC/USD,116.99,120.87,102,107.45,49823.83054,5353570.592
1.5591E+12,5/29/19 4:00,LTC/USD,113.33,118.52,108.77,116.99,15414.88842,1803387.797
1.55902E+12,5/28/19 4:00,LTC/USD,115.91,117.23,111.7,113.33,10981.64371,1244549.682
1.55893E+12,5/27/19 4:00,LTC/USD,114.23,122,110.48,115.91,19531.16756,2263857.632
1.55884E+12,5/26/19 4:00,LTC/USD,101.99,115.5,99.7,114.23,15001.58291,1713630.816
1.55876E+12,5/25/19 4:00,LTC/USD,103.7,105,100.56,101.99,6992.305754,713145.2639
1.55867E+12,5/24/19 4:00,LTC/USD,89.37,105.28,88.5,103.7,20589.40126,2135120.911
1.55858E+12,5/23/19 4:00,LTC/USD,87.56,89.88,84.8,89.37,4434.274531,396291.1149
1.5585E+12,5/22/19 4:00,LTC/USD,91.56,92.35,85.55,87.56,22977.935,2011947.989
1.55841E+12,5/21/19 4:00,LTC/USD,90.51,93.67,89.49,91.56,7506.749007,687317.9391
1.55832E+12,5/20/19 4:00,LTC/USD,92.64,93.55,87.77,90.51,12720.94825,1151373.026
1.55824E+12,5/19/19 4:00,LTC/USD,91.91,97.32,90.32,92.64,6800.306699,629980.4125
1.55815E+12,5/18/19 4:00,LTC/USD,89.07,92.6,85.39,91.91,3521.686166,323678.1755
1.55807E+12,5/17/19 4:00,LTC/USD,89.15,91.16,84.5,89.07,11005.24653,980237.3086
1.55798E+12,5/16/19 4:00,LTC/USD,103.8,104.75,82.76,89.15,54057.19724,4819199.134
1.55789E+12,5/15/19 4:00,LTC/USD,95.75,107.37,90.81,103.8,40895.36356,4244938.737
1.55781E+12,5/14/19 4:00,LTC/USD,91.64,95.75,86.24,95.75,17348.16699,1661086.99
1.55772E+12,5/13/19 4:00,LTC/USD,86.1,93.51,84.58,91.64,47666.9712,4368201.24
1.55763E+12,5/12/19 4:00,LTC/USD,88.59,94.16,82.61,86.1,15088.22701,1299096.346
1.55755E+12,5/11/19 4:00,LTC/USD,78.84,96,76.42,88.59,25146.22734,2227704.28
1.55746E+12,5/10/19 4:00,LTC/USD,73.12,79.16,73.12,78.84,2456.96315,193706.9747
1.55737E+12,5/9/19 4:00,LTC/USD,75.08,75.23,72.28,73.12,11684.10812,854341.986
1.55729E+12,5/8/19 4:00,LTC/USD,72.98,75.49,72.56,75.08,4205.840616,315774.5134
1.5572E+12,5/7/19 4:00,LTC/USD,76.8,76.99,71.5,72.98,4319.254983,315219.2287
1.55712E+12,5/6/19 4:00,LTC/USD,71.64,77.99,71.2,76.8,19319.35862,1483726.742
1.55703E+12,5/5/19 4:00,LTC/USD,76.72,77.12,70.92,71.64,9252.079132,662818.949
1.55694E+12,5/4/19 4:00,LTC/USD,78.79,78.79,73.51,76.72,6637.036992,509193.478
1.55686E+12,5/3/19 4:00,LTC/USD,73.47,81.51,72.78,78.79,13792.6023,1086719.135
1.55677E+12,5/2/19 4:00,LTC/USD,72.53,73.58,71.5,73.47,6020.079646,442295.2516
1.55668E+12,5/1/19 4:00,LTC/USD,73.14,75.5,71.2,72.53,11824.90604,857660.4348
1.5566E+12,4/30/19 4:00,LTC/USD,68.02,74.66,67.54,73.14,7105.498197,519696.1382
1.55651E+12,4/29/19 4:00,LTC/USD,67.89,68.7,65.1,68.02,8794.203102,598181.695
1.55642E+12,4/28/19 4:00,LTC/USD,70.48,70.77,66.96,67.89,9319.572923,632705.8057
1.55634E+12,4/27/19 4:00,LTC/USD,71.36,71.87,69.69,70.48,2354.032458,165912.2076
1.55625E+12,4/26/19 4:00,LTC/USD,72.1,74.76,71,71.36,171.9264666,12268.67266
1.55616E+12,4/25/19 4:00,LTC/USD,73.12,74.6,68.94,72.1,15432.78021,1112703.453
1.55608E+12,4/24/19 4:00,LTC/USD,73.9,74.5,70.47,73.12,12166.64003,889624.7189
1.55599E+12,4/23/19 4:00,LTC/USD,77.27,79.57,70.55,73.9,15063.49882,1113192.563
1.55591E+12,4/22/19 4:00,LTC/USD,75.77,78.31,75.71,77.27,6539.146947,505279.8846
1.55582E+12,4/21/19 4:00,LTC/USD,81.45,81.45,73.57,75.77,14180.64937,1074467.803
1.55573E+12,4/20/19 4:00,LTC/USD,82.5,82.86,79.89,81.45,4374.268736,356284.1886
1.55565E+12,4/19/19 4:00,LTC/USD,81.02,83.49,80.95,82.5,2841.848179,234452.4748
1.55556E+12,4/18/19 4:00,LTC/USD,81.03,83.99,79.72,81.02,6504.418459,526987.9835
1.55547E+12,4/17/19 4:00,LTC/USD,80.65,81.64,78.69,81.03,3699.347634,299758.1388
1.55539E+12,4/16/19 4:00,LTC/USD,78.26,81.95,77.28,80.65,3517.057277,283650.6694
1.5553E+12,4/15/19 4:00,LTC/USD,83.87,84.06,75,78.26,14167.42474,1108742.66
1.55521E+12,4/14/19 4:00,LTC/USD,77.48,84.57,76.5,83.87,5255.373727,440768.1944
1.55513E+12,4/13/19 4:00,LTC/USD,82.4,82.4,76.5,77.48,2847.076457,220591.4839
1.55504E+12,4/12/19 4:00,LTC/USD,78.54,82.4,78.54,82.4,1468.972215,121043.3105
1.55496E+12,4/11/19 4:00,LTC/USD,85.05,85.86,75.35,78.54,23351.76618,1834047.716
1.55487E+12,4/10/19 4:00,LTC/USD,88.05,91.9,84.7,85.05,15123.8652,1286284.735
1.55478E+12,4/9/19 4:00,LTC/USD,87.24,89.63,84.1,88.05,5855.1417,515545.2266
1.5547E+12,4/8/19 4:00,LTC/USD,91.65,92.32,86.77,87.24,10624.19069,926854.3957
1.55461E+12,4/7/19 4:00,LTC/USD,93.4,95.78,89,91.65,4998.889018,458148.1785
1.55452E+12,4/6/19 4:00,LTC/USD,87.48,97.66,85.46,93.4,11429.89232,1067551.943
1.55444E+12,4/5/19 4:00,LTC/USD,84.32,90.31,84.32,87.48,8667.48567,758231.6464
1.55435E+12,4/4/19 4:00,LTC/USD,85.47,89.02,80.52,84.32,18469.4425,1557343.392
1.55426E+12,4/3/19 4:00,LTC/USD,83.35,99.59,75.51,85.47,103545.2712,8850014.331
1.55418E+12,4/2/19 4:00,LTC/USD,60.31,85.02,60.2,83.35,76244.34153,6354965.867
1.55409E+12,4/1/19 4:00,LTC/USD,60.68,60.68,60.09,60.31,4722.793827,284831.6957
1.554E+12,3/31/19 4:00,LTC/USD,59.84,60.75,59.84,60.68,1883.691326,114302.3897
1.55392E+12,3/30/19 4:00,LTC/USD,60.54,60.83,59.71,59.84,2781.66285,166454.7049
1.55383E+12,3/29/19 4:00,LTC/USD,60.4,61.41,60.4,60.54,471.89941,28568.79028
1.55375E+12,3/28/19 4:00,LTC/USD,60.48,60.66,60,60.4,5168.235933,312161.4503
1.55366E+12,3/27/19 4:00,LTC/USD,59.75,61.52,59.73,60.48,9007.865984,544795.7347
1.55357E+12,3/26/19 4:00,LTC/USD,58.39,60.17,57.4,59.75,8984.097775,536799.842
1.55349E+12,3/25/19 4:00,LTC/USD,59.95,59.95,57.82,58.39,5361.888407,313080.6641
1.5534E+12,3/24/19 4:00,LTC/USD,60.07,60.08,58.81,59.95,2660.656246,159506.342
1.55331E+12,3/23/19 4:00,LTC/USD,59.36,61.2,59.2,60.07,7392.364619,444059.3427
1.55323E+12,3/22/19 4:00,LTC/USD,58.43,59.37,58.43,59.36,48.3815495,2871.928778
1.55314E+12,3/21/19 4:00,LTC/USD,59.68,60.04,57.15,58.43,4820.859317,281682.8099
1.55305E+12,3/20/19 4:00,LTC/USD,58.6,60.47,56.95,59.68,6197.933276,369892.6579
1.55297E+12,3/19/19 4:00,LTC/USD,59.05,59.6,58.33,58.6,4085.095757,239386.6114
1.55288E+12,3/18/19 4:00,LTC/USD,61.27,61.27,57.9,59.05,8492.574864,501486.5457
1.5528E+12,3/17/19 4:00,LTC/USD,60.04,62.13,59.59,61.27,3582.450017,219496.7126
1.55271E+12,3/16/19 4:00,LTC/USD,60.78,61.54,59.17,60.04,4422.093873,265502.5161
1.55262E+12,3/15/19 4:00,LTC/USD,55.9,61.44,55.53,60.78,13022.96806,791535.9987
1.55254E+12,3/14/19 4:00,LTC/USD,55.36,57.7,53.2,55.9,7884.420785,440739.1219
1.55245E+12,3/13/19 4:00,LTC/USD,56.35,56.66,54.32,55.36,5093.17377,281958.0999
1.55236E+12,3/12/19 4:00,LTC/USD,52.51,56.93,52.17,56.35,4798.232344,270380.3926
1.55228E+12,3/11/19 4:00,LTC/USD,56.86,57.41,52.35,52.51,7966.868463,418340.263
1.55219E+12,3/10/19 4:00,LTC/USD,56.99,57.7,55.61,56.86,8063.440421,458487.2223
1.5521E+12,3/9/19 4:00,LTC/USD,56.55,58.81,56.13,56.99,12721.11202,724976.1739
1.55202E+12,3/8/19 4:00,LTC/USD,55.47,57.99,53.88,56.55,17850.95076,1009471.265
1.55193E+12,3/7/19 4:00,LTC/USD,56.62,58.58,54,55.47,21740.90419,1205967.955
1.55184E+12,3/6/19 4:00,LTC/USD,51.92,57.11,51.49,56.62,12478.12211,706511.2741
1.55176E+12,3/5/19 4:00,LTC/USD,45.58,54.16,45.58,51.92,32386.00054,1681481.148
1.55167E+12,3/4/19 4:00,LTC/USD,47.2,47.27,44.67,45.58,4245.186686,193495.6091
1.55159E+12,3/3/19 4:00,LTC/USD,48.83,49.74,46.76,47.2,3317.110245,156567.6036
1.5515E+12,3/2/19 4:00,LTC/USD,48.38,49.75,46.11,48.83,2507.61428,122446.8053
1.55141E+12,3/1/19 4:00,LTC/USD,45.91,48.87,45.91,48.38,51.3099088,2482.373388
1.55133E+12,2/28/19 4:00,LTC/USD,45.36,47.42,44.55,45.91,5773.474236,265060.2022
1.55124E+12,2/27/19 4:00,LTC/USD,44.63,46.14,42.59,45.36,6643.77109,301361.4566
1.55115E+12,2/26/19 4:00,LTC/USD,45.5,45.5,43.77,44.63,5722.222432,255382.7872
1.55107E+12,2/25/19 4:00,LTC/USD,44.07,47.7,43.55,45.5,9089.762565,413584.1967
1.55098E+12,2/24/19 4:00,LTC/USD,52.37,52.79,42.57,44.07,25320.68622,1115882.642
1.55089E+12,2/23/19 4:00,LTC/USD,49.05,53.97,48.01,52.37,9444.731183,494620.5721
1.55081E+12,2/22/19 4:00,LTC/USD,49.05,50.25,47.77,49.05,4414.776842,216544.8041
1.55072E+12,2/21/19 4:00,LTC/USD,50.55,51.21,47.55,49.05,11384.1177,558390.9732
1.55064E+12,2/20/19 4:00,LTC/USD,47.19,52,46.17,50.55,13784.93845,696828.6384
1.55055E+12,2/19/19 4:00,LTC/USD,47.1,48.59,46.46,47.19,6384.984244,301307.4065
1.55046E+12,2/18/19 4:00,LTC/USD,44.05,48.95,43.66,47.1,23355.94911,1100065.203
1.55038E+12,2/17/19 4:00,LTC/USD,43.21,44.86,42.12,44.05,9437.794161,415734.8328
1.55029E+12,2/16/19 4:00,LTC/USD,43.45,44.44,42.47,43.21,3743.150487,161741.5325
1.5502E+12,2/15/19 4:00,LTC/USD,41.53,43.48,41.53,43.45,357.3292806,15525.95724
1.55012E+12,2/14/19 4:00,LTC/USD,41.37,41.59,39.47,41.53,6322.097399,262556.705
1.55003E+12,2/13/19 4:00,LTC/USD,43.62,44.21,40.3,41.37,5790.324534,239545.726
1.54994E+12,2/12/19 4:00,LTC/USD,43.43,44.15,42.24,43.62,3258.023205,142114.9722
1.54986E+12,2/11/19 4:00,LTC/USD,43.84,44.56,41.41,43.43,6386.495145,277365.4841
1.54977E+12,2/10/19 4:00,LTC/USD,43.31,47.37,41.51,43.84,31303.17539,1372331.209
1.54968E+12,2/9/19 4:00,LTC/USD,43.09,45.99,42.3,43.31,11650.30002,504574.4937
1.5496E+12,2/8/19 4:00,LTC/USD,32.63,44.44,32.63,43.09,79271.88929,3415825.71
1.54951E+12,2/7/19 4:00,LTC/USD,32.79,33.3,32.59,32.63,1245.216311,40631.40822
1.54943E+12,2/6/19 4:00,LTC/USD,32.35,32.95,31.96,32.79,5917.962275,194049.983
1.54934E+12,2/5/19 4:00,LTC/USD,33.77,34.1,32.29,32.35,6774.651611,219159.9796
1.54925E+12,2/4/19 4:00,LTC/USD,33.28,34.36,33.08,33.77,3883.788534,131155.5388
1.54917E+12,2/3/19 4:00,LTC/USD,33.99,34.22,32.77,33.28,5995.714876,199537.3911
1.54908E+12,2/2/19 4:00,LTC/USD,32.9,34.7,32.2,33.99,6581.04154,223689.6019
1.54899E+12,2/1/19 4:00,LTC/USD,30.97,32.93,30.97,32.9,32.71461,1076.310669
1.54891E+12,1/31/19 4:00,LTC/USD,31.92,31.96,30.51,30.97,5920.525009,183358.6595
1.54882E+12,1/30/19 4:00,LTC/USD,30.86,32.16,30.74,31.92,3838.257894,122517.192
1.54873E+12,1/29/19 4:00,LTC/USD,30.69,31.06,30,30.86,4156.818077,128279.4058
1.54865E+12,1/28/19 4:00,LTC/USD,30.95,31.3,29.88,30.69,8574.87954,263163.0531
1.54856E+12,1/27/19 4:00,LTC/USD,32.76,32.76,30.87,30.95,6553.464348,202829.7216
1.54848E+12,1/26/19 4:00,LTC/USD,33.07,33.95,32.33,32.76,4752.550035,155693.5391
1.54839E+12,1/25/19 4:00,LTC/USD,32.66,34.5,31.84,33.07,7316.359206,241951.9989
1.5483E+12,1/24/19 4:00,LTC/USD,31.15,33.06,31.09,32.66,8287.273559,270662.3544
1.54822E+12,1/23/19 4:00,LTC/USD,31.69,32.15,31.1,31.15,3451.912939,107527.088
1.54813E+12,1/22/19 4:00,LTC/USD,30.75,31.93,29.5,31.69,13925.57189,441301.3731
1.54804E+12,1/21/19 4:00,LTC/USD,30.33,31.43,30.33,30.75,6753.630123,207674.1263
1.54796E+12,1/20/19 4:00,LTC/USD,32.75,33.13,30.19,30.33,11215.61528,340169.6114
1.54787E+12,1/19/19 4:00,LTC/USD,30.95,33.09,30.79,32.75,8474.693589,277546.215
1.54778E+12,1/18/19 4:00,LTC/USD,31.25,31.94,30.95,30.95,465.1265254,14395.66596
1.5477E+12,1/17/19 4:00,LTC/USD,30.69,37.5,30.05,31.25,19023.31847,594478.7022
1.54761E+12,1/16/19 4:00,LTC/USD,30.99,31.9,30.6,30.69,2422.0037,74331.29355
1.54752E+12,1/15/19 4:00,LTC/USD,32.28,32.46,30.26,30.99,8613.157152,266921.7401
1.54744E+12,1/14/19 4:00,LTC/USD,30.33,32.61,30.18,32.28,5285.511509,170616.3115
1.54735E+12,1/13/19 4:00,LTC/USD,32.88,32.92,29.52,30.33,10750.02495,326048.2566
1.54727E+12,1/12/19 4:00,LTC/USD,32.29,33.26,31.2,32.88,2011.629637,66142.38247
1.54718E+12,1/11/19 4:00,LTC/USD,32.51,39.3,31.11,32.29,12535.70788,404778.0075
1.54709E+12,1/10/19 4:00,LTC/USD,38.75,39.05,32.01,32.51,36309.60768,1180425.346
1.54701E+12,1/9/19 4:00,LTC/USD,39.68,39.85,38.43,38.75,9122.647394,353502.5865
1.54692E+12,1/8/19 4:00,LTC/USD,38.01,41,37.69,39.68,17346.39114,688304.8004
1.54683E+12,1/7/19 4:00,LTC/USD,38.49,39.47,37.23,38.01,14418.82959,548059.7128
1.54675E+12,1/6/19 4:00,LTC/USD,34.97,40,34.85,38.49,24673.61012,949687.2533
1.54666E+12,1/5/19 4:00,LTC/USD,33.09,36,32.62,34.97,8129.824951,284299.9785
1.54657E+12,1/4/19 4:00,LTC/USD,31.72,33.36,31.72,33.09,105.24742,3482.637128
1.54649E+12,1/3/19 4:00,LTC/USD,32.78,32.91,31,31.72,8044.924188,255184.9952
1.5464E+12,1/2/19 4:00,LTC/USD,31.72,33.5,31.45,32.78,14411.28475,472401.9141
1.54632E+12,1/1/19 4:00,LTC/USD,29.72,32.02,29.59,31.72,7147.004657,226702.9877
1.54623E+12,12/31/18 4:00,LTC/USD,31.05,31.2,28.73,29.72,13164.9536,391262.421
1.54614E+12,12/30/18 4:00,LTC/USD,31.36,32.25,30.22,31.05,1425.986972,44276.89548
1.54606E+12,12/29/18 4:00,LTC/USD,31.61,33.38,30,31.36,8961.191552,281022.9671
1.54597E+12,12/28/18 4:00,LTC/USD,27.9,33.49,27.69,31.61,11260.36985,355940.291
1.54588E+12,12/27/18 4:00,LTC/USD,29.75,30.02,27.47,27.9,10004.82603,279134.6463
1.5458E+12,12/26/18 4:00,LTC/USD,31.63,31.64,29.01,29.75,4827.210471,143609.5115
1.54571E+12,12/25/18 4:00,LTC/USD,30,31.85,29.7,31.63,9656.87827,305447.0597
1.54562E+12,12/24/18 4:00,LTC/USD,36,36.62,30,30,15632.63042,468978.9125
1.54554E+12,12/23/18 4:00,LTC/USD,32.41,36.03,32.11,36,12337.58928,444153.2141
1.54545E+12,12/22/18 4:00,LTC/USD,30.23,32.41,29.68,32.41,3446.943158,111715.4278
1.54536E+12,12/21/18 4:00,LTC/USD,31.45,32.38,29.61,30.23,11563.95968,349578.5012
1.54528E+12,12/20/18 4:00,LTC/USD,29.2,33.13,28.75,31.45,23607.05765,742441.9632
1.54519E+12,12/19/18 4:00,LTC/USD,30.45,31.64,28.67,29.2,9631.443954,281238.1634
1.54511E+12,12/18/18 4:00,LTC/USD,29.6,31.43,27.85,30.45,22511.96329,685489.2821
1.54502E+12,12/17/18 4:00,LTC/USD,25.61,30.47,25.61,29.6,69431.39901,2055169.411
1.54493E+12,12/16/18 4:00,LTC/USD,25.97,26.66,25.05,25.61,15390.39362,394147.9807
1.54485E+12,12/15/18 4:00,LTC/USD,23.84,26.27,22.96,25.97,16370.60538,425144.6218
1.54476E+12,12/14/18 4:00,LTC/USD,22.81,23.95,22,23.84,8570.993672,204332.4892
1.54467E+12,12/13/18 4:00,LTC/USD,23.65,24.14,22.25,22.81,18940.46675,432032.0466
1.54459E+12,12/12/18 4:00,LTC/USD,23.45,24.9,23.22,23.65,24426.22662,577680.2595
1.5445E+12,12/11/18 4:00,LTC/USD,23.95,24.76,22.69,23.45,12485.79262,292791.8369
1.54441E+12,12/10/18 4:00,LTC/USD,25,25.06,23.62,23.95,12970.57715,310645.3228
1.54433E+12,12/9/18 4:00,LTC/USD,24.4,25.66,24.4,25,2252.620402,56315.51006
1.54424E+12,12/8/18 4:00,LTC/USD,25.08,25.74,22.94,24.4,12124.05653,295826.9793
1.54416E+12,12/7/18 4:00,LTC/USD,25.08,25.08,25.08,25.08,0,0
1.54407E+12,12/6/18 4:00,LTC/USD,28.58,30.09,24.86,25.08,31283.04135,784578.6771
1.54398E+12,12/5/18 4:00,LTC/USD,30.17,30.5,28.44,28.58,11737.17781,335448.5417
1.5439E+12,12/4/18 4:00,LTC/USD,30.32,31.88,29.66,30.17,3246.882072,97958.43212
1.54381E+12,12/3/18 4:00,LTC/USD,32.12,32.29,29.62,30.32,10664.92811,323360.6202
1.54372E+12,12/2/18 4:00,LTC/USD,33.55,34.27,31.63,32.12,2844.557052,91367.17252
1.54364E+12,12/1/18 4:00,LTC/USD,31.36,34.99,31.36,33.55,2581.613203,86613.12296
1.54355E+12,11/30/18 4:00,LTC/USD,33.89,33.89,30.82,31.36,7453.457796,233740.4365
1.54346E+12,11/29/18 4:00,LTC/USD,33.15,35.17,32.85,33.89,7452.679549,252571.3099
1.54338E+12,11/28/18 4:00,LTC/USD,31.06,35.96,31.06,33.15,24957.34902,827336.1202
1.54329E+12,11/27/18 4:00,LTC/USD,29.56,31.22,28.18,31.06,5863.731031,182127.4858
1.5432E+12,11/26/18 4:00,LTC/USD,31.32,31.76,27.63,29.56,13840.55209,409126.7197
1.54312E+12,11/25/18 4:00,LTC/USD,27.5,31.89,26.4,31.32,10349.33779,324141.2595
1.54303E+12,11/24/18 4:00,LTC/USD,32.22,32.44,27.5,27.5,6332.336252,174139.2469
1.54295E+12,11/23/18 4:00,LTC/USD,31.18,32.99,30.54,32.22,5569.456494,179447.8882
1.54286E+12,11/22/18 4:00,LTC/USD,34.41,34.56,28.47,31.18,6122.812346,190909.2889
1.54277E+12,11/21/18 4:00,LTC/USD,32.73,34.68,32.23,34.41,9336.10638,321255.4205
1.54269E+12,11/20/18 4:00,LTC/USD,36.79,37.01,30.22,32.73,10790.92801,353187.0738
1.5426E+12,11/19/18 4:00,LTC/USD,40.55,40.68,35,36.79,12806.64672,471156.5329
1.54251E+12,11/18/18 4:00,LTC/USD,42.25,42.88,40.27,40.55,1173.529943,47586.6392
1.54243E+12,11/17/18 4:00,LTC/USD,41.65,42.49,41.06,42.25,1595.763255,67420.99753
1.54234E+12,11/16/18 4:00,LTC/USD,43.09,43.09,41.61,41.65,23.7735742,990.1693654
1.54225E+12,11/15/18 4:00,LTC/USD,42.8,43.73,39.59,43.09,7632.309807,328876.2296
1.54217E+12,11/14/18 4:00,LTC/USD,49.39,49.9,40.24,42.8,13613.39388,582653.258
1.54208E+12,11/13/18 4:00,LTC/USD,50.12,50.48,48.35,49.39,4149.412254,204939.4712
1.542E+12,11/12/18 4:00,LTC/USD,50.81,51.07,49.7,50.12,2690.087243,134827.1726
1.54191E+12,11/11/18 4:00,LTC/USD,51.8,51.8,49.64,50.81,1028.850695,52275.90383
