https://www.CryptoDataDownload.com,,,,,,,,
unix,date,symbol,open,high,low,close,Volume DOGE,Volume USD
1.67383E+12,1/16/23 0:00,DOGE/USD,0.08624,0.08821,0.08167,0.08366,2683294.312,224484.4021
1.67374E+12,1/15/23 0:00,DOGE/USD,0.08736,0.08778,0.08291,0.08624,2185111.534,188444.0187
1.67365E+12,1/14/23 0:00,DOGE/USD,0.08459,0.09257,0.08262,0.08736,7049633.412,615855.9748
1.67357E+12,1/13/23 0:00,DOGE/USD,0.08036,0.08531,0.07876,0.08459,4054605.209,342979.0546
1.67348E+12,1/12/23 0:00,DOGE/USD,0.07821,0.08124,0.075,0.08036,5332888.951,428550.9561
1.6734E+12,1/11/23 0:00,DOGE/USD,0.07783,0.07854,0.07467,0.07821,1373791.977,107444.2706
1.67331E+12,1/10/23 0:00,DOGE/USD,0.07573,0.07786,0.07377,0.07783,1938088.635,150841.4385
1.67322E+12,1/9/23 0:00,DOGE/USD,0.07354,0.0795,0.07303,0.07573,5327518.456,403452.9727
1.67314E+12,1/8/23 0:00,DOGE/USD,0.07215,0.07391,0.0712,0.07354,2885013.959,212163.9266
1.67305E+12,1/7/23 0:00,DOGE/USD,0.0724,0.0729,0.07175,0.07215,1405782.107,101427.179
1.67296E+12,1/6/23 0:00,DOGE/USD,0.0714,0.07266,0.06958,0.0724,1591503.997,115224.8894
1.67288E+12,1/5/23 0:00,DOGE/USD,0.07329,0.07514,0.07044,0.0714,2188360.675,156248.9522
1.6728E+12,1/4/23 4:00,DOGE/USD,0.07262,0.0745,0.0715,0.074,2838221.854,210028.4172
1.67279E+12,1/4/23 0:00,DOGE/USD,0.07053,0.0735,0.07026,0.07329,2926843.447,214508.3562
1.67272E+12,1/3/23 4:00,DOGE/USD,0.07162,0.07282,0.06944,0.07262,2676997.383,194403.5499
1.6727E+12,1/3/23 0:00,DOGE/USD,0.07139,0.07242,0.06944,0.07053,3951694.301,278712.9991
1.67263E+12,1/2/23 4:00,DOGE/USD,0.07003,0.07359,0.06984,0.07162,4102858.847,293846.7506
1.67262E+12,1/2/23 0:00,DOGE/USD,0.07005,0.07359,0.06916,0.07139,2797927.622,199744.053
1.67255E+12,1/1/23 4:00,DOGE/USD,0.06973,0.07076,0.06906,0.07003,1253998.453,87817.51163
1.67253E+12,1/1/23 0:00,DOGE/USD,0.07015,0.07076,0.06906,0.07005,1011567.094,70860.27494
1.67246E+12,12/31/22 4:00,DOGE/USD,0.06825,0.07126,0.06805,0.06973,1699541.458,118509.0259
1.67244E+12,12/31/22 0:00,DOGE/USD,0.0683,0.07126,0.0679,0.07015,2005219.473,140666.146
1.67237E+12,12/30/22 4:00,DOGE/USD,0.07044,0.0706,0.06603,0.06825,4287964.753,292653.5944
1.67236E+12,12/30/22 0:00,DOGE/USD,0.07101,0.07133,0.06603,0.0683,4177857.26,285347.6508
1.67229E+12,12/29/22 4:00,DOGE/USD,0.07059,0.0715,0.06942,0.07044,7939363.791,559248.7855
1.67227E+12,12/29/22 0:00,DOGE/USD,0.07035,0.0715,0.06942,0.07101,7812337.066,554754.055
1.6722E+12,12/28/22 4:00,DOGE/USD,0.07174,0.07258,0.06967,0.07059,3932610.731,277602.9915
1.67219E+12,12/28/22 0:00,DOGE/USD,0.07369,0.07374,0.06967,0.07035,4765827.179,335275.942
1.67211E+12,12/27/22 4:00,DOGE/USD,0.0751,0.0753,0.07069,0.07174,2376454.098,170486.817
1.6721E+12,12/27/22 0:00,DOGE/USD,0.07585,0.07605,0.0725,0.07369,1565316.106,115348.1438
1.67203E+12,12/26/22 4:00,DOGE/USD,0.07632,0.07634,0.07423,0.0751,1495496.298,112311.772
1.67201E+12,12/26/22 0:00,DOGE/USD,0.07601,0.0765,0.07423,0.07585,1581234.998,119936.6746
1.67194E+12,12/25/22 4:00,DOGE/USD,0.0771,0.07723,0.07344,0.07632,1430867.986,109203.8447
1.67193E+12,12/25/22 0:00,DOGE/USD,0.07753,0.07769,0.07344,0.07601,1253719.104,95295.18912
1.67185E+12,12/24/22 4:00,DOGE/USD,0.07744,0.07807,0.07679,0.0771,899631.4239,69361.58278
1.67184E+12,12/24/22 0:00,DOGE/USD,0.07723,0.07807,0.07679,0.07753,919779.0463,71310.46946
1.67177E+12,12/23/22 4:00,DOGE/USD,0.07791,0.07892,0.07631,0.07744,2132987.333,165178.5391
1.67175E+12,12/23/22 0:00,DOGE/USD,0.07691,0.07892,0.07631,0.07723,2393035.115,184814.102
1.67168E+12,12/22/22 4:00,DOGE/USD,0.07375,0.07867,0.07375,0.07791,937891.6731,73071.14025
1.67167E+12,12/22/22 0:00,DOGE/USD,0.07378,0.07769,0.07325,0.07691,2390140.242,183825.686
1.6716E+12,12/21/22 4:00,DOGE/USD,0.07311,0.07429,0.07139,0.07375,1535613.563,113251.5003
1.67158E+12,12/21/22 0:00,DOGE/USD,0.07494,0.07496,0.07139,0.07378,1432728.314,105706.695
1.67151E+12,12/20/22 4:00,DOGE/USD,0.07397,0.07542,0.07278,0.07311,2846372.663,208098.3054
1.67149E+12,12/20/22 0:00,DOGE/USD,0.07137,0.07542,0.07113,0.07494,3339789.579,250283.831
1.67142E+12,12/19/22 4:00,DOGE/USD,0.07735,0.07821,0.07,0.07397,4202939.971,310891.4696
1.67141E+12,12/19/22 0:00,DOGE/USD,0.07858,0.07946,0.07,0.07137,3778490.427,269670.8618
1.67134E+12,12/18/22 4:00,DOGE/USD,0.07916,0.0801,0.07679,0.07735,2101281.937,162534.1578
1.67132E+12,12/18/22 0:00,DOGE/USD,0.0795,0.0801,0.07785,0.07858,2051962.539,161243.2163
1.67125E+12,12/17/22 4:00,DOGE/USD,0.07705,0.07963,0.07679,0.07916,1742670.886,137949.8273
1.67124E+12,12/17/22 0:00,DOGE/USD,0.07579,0.0795,0.07557,0.0795,5886977.561,468014.7161
1.67116E+12,12/16/22 4:00,DOGE/USD,0.08664,0.08664,0.07401,0.07705,13404440,1032812.102
1.67115E+12,12/16/22 0:00,DOGE/USD,0.08484,0.08664,0.07401,0.07579,9329143.386,707055.7772
1.67108E+12,12/15/22 4:00,DOGE/USD,0.08755,0.08755,0.08401,0.08664,1510342.593,130856.0823
1.67106E+12,12/15/22 0:00,DOGE/USD,0.08837,0.0888,0.08401,0.08484,3010395.111,255401.9212
1.67099E+12,12/14/22 4:00,DOGE/USD,0.09169,0.0923,0.08635,0.08755,4176288.117,365634.0247
1.67098E+12,12/14/22 0:00,DOGE/USD,0.09101,0.0923,0.08726,0.08837,4098013.813,362141.4807
1.6709E+12,12/13/22 4:00,DOGE/USD,0.08965,0.09584,0.08687,0.09169,7860768.348,720753.8498
1.67089E+12,12/13/22 0:00,DOGE/USD,0.09023,0.09584,0.08687,0.09101,8174805.46,743989.0449
1.67082E+12,12/12/22 4:00,DOGE/USD,0.0875,0.0917,0.0868,0.08965,5182839,464641.5164
1.6708E+12,12/12/22 0:00,DOGE/USD,0.09265,0.09288,0.08482,0.09023,8399681.029,757903.2193
1.67073E+12,12/11/22 4:00,DOGE/USD,0.09678,0.09702,0.08482,0.0875,5909117.08,517047.7445
1.67072E+12,12/11/22 0:00,DOGE/USD,0.09639,0.09702,0.09158,0.09265,3518421.267,325981.7304
1.67064E+12,12/10/22 4:00,DOGE/USD,0.0966,0.09742,0.09618,0.09678,2553253.394,247103.8635
1.67063E+12,12/10/22 0:00,DOGE/USD,0.09664,0.09742,0.09618,0.09639,1064897.405,102645.4609
1.67056E+12,12/9/22 4:00,DOGE/USD,0.09797,0.09877,0.09582,0.0966,2501644.744,241658.8822
1.67054E+12,12/9/22 0:00,DOGE/USD,0.09854,0.09939,0.09582,0.09664,2672121.536,258233.8253
1.67047E+12,12/8/22 4:00,DOGE/USD,0.09654,0.09939,0.09461,0.09797,2331170.547,228384.7785
1.67046E+12,12/8/22 0:00,DOGE/USD,0.09572,0.09912,0.09461,0.09854,4151253.906,409064.5599
1.67039E+12,12/7/22 4:00,DOGE/USD,0.09973,0.09973,0.09421,0.09654,2647508.32,255590.4532
1.67037E+12,12/7/22 0:00,DOGE/USD,0.10039,0.10116,0.09234,0.09572,6126390.577,586418.106
1.6703E+12,12/6/22 4:00,DOGE/USD,0.10214,0.10223,0.098,0.09973,4703734.655,469103.4572
1.67028E+12,12/6/22 0:00,DOGE/USD,0.10141,0.10283,0.098,0.10039,4816715.112,483550.0301
1.67021E+12,12/5/22 4:00,DOGE/USD,0.10399,0.11163,0.09938,0.10214,12758591.53,1303162.539
1.6702E+12,12/5/22 0:00,DOGE/USD,0.10409,0.11163,0.09938,0.10141,12811414.84,1299205.579
1.67013E+12,12/4/22 4:00,DOGE/USD,0.10143,0.10555,0.10143,0.10399,7127863.345,741226.5093
1.67011E+12,12/4/22 0:00,DOGE/USD,0.09969,0.10555,0.09969,0.10409,7698495.824,801336.4303
1.67004E+12,12/3/22 4:00,DOGE/USD,0.10109,0.10269,0.09813,0.10143,8472358.458,859351.3183
1.67003E+12,12/3/22 0:00,DOGE/USD,0.10212,0.10303,0.09813,0.09969,7971307.434,794659.6381
1.66995E+12,12/2/22 4:00,DOGE/USD,0.09851,0.10303,0.09688,0.10109,8452863.527,854499.974
1.66994E+12,12/2/22 0:00,DOGE/USD,0.10163,0.10351,0.09688,0.10212,9013848.429,920494.2015
1.66987E+12,12/1/22 4:00,DOGE/USD,0.10455,0.10455,0.09798,0.09851,2178600.92,214613.9767
1.66985E+12,12/1/22 0:00,DOGE/USD,0.10653,0.10767,0.10031,0.10163,6021560.393,611971.1827
1.66978E+12,11/30/22 4:00,DOGE/USD,0.10591,0.10945,0.09905,0.10455,7675680.977,802492.4462
1.66977E+12,11/30/22 0:00,DOGE/USD,0.10148,0.10945,0.09905,0.10653,9733751.448,1036936.542
1.66969E+12,11/29/22 4:00,DOGE/USD,0.1009,0.10944,0.09911,0.10591,9873602.823,1045713.275
1.66968E+12,11/29/22 0:00,DOGE/USD,0.09517,0.10509,0.09361,0.10148,9425824.961,956532.7171
1.66961E+12,11/28/22 4:00,DOGE/USD,0.09496,0.10401,0.09086,0.1009,8545349.183,862225.7326
1.66959E+12,11/28/22 0:00,DOGE/USD,0.0984,0.09958,0.09086,0.09517,8354943.485,795139.9715
1.66952E+12,11/27/22 4:00,DOGE/USD,0.08943,0.10765,0.08911,0.09496,15730833.18,1493799.919
1.66951E+12,11/27/22 0:00,DOGE/USD,0.08872,0.10765,0.08865,0.0984,13258909.07,1304676.653
1.66944E+12,11/26/22 4:00,DOGE/USD,0.0924,0.09448,0.08726,0.08943,4662534.775,416970.4849
1.66942E+12,11/26/22 0:00,DOGE/USD,0.08926,0.09534,0.08726,0.08872,7413511.679,657726.7562
1.66935E+12,11/25/22 4:00,DOGE/USD,0.082,0.09534,0.08084,0.0924,10425768.06,963340.9692
1.66933E+12,11/25/22 0:00,DOGE/USD,0.08133,0.09163,0.0805,0.08926,7697682.849,687095.1711
1.66926E+12,11/24/22 4:00,DOGE/USD,0.08285,0.08316,0.08047,0.082,1255860.416,102980.5541
1.66925E+12,11/24/22 0:00,DOGE/USD,0.08197,0.0841,0.08047,0.08133,3789494.091,308199.5544
1.66918E+12,11/23/22 4:00,DOGE/USD,0.08169,0.0841,0.079,0.08285,5595728.111,463606.074
1.66916E+12,11/23/22 0:00,DOGE/USD,0.07854,0.08338,0.0777,0.08197,3163162.975,259284.4691
1.66909E+12,11/22/22 4:00,DOGE/USD,0.07584,0.08208,0.073,0.08169,4542682.445,371091.7289
1.66908E+12,11/22/22 0:00,DOGE/USD,0.07453,0.07949,0.073,0.07854,4844931.863,380520.9485
1.669E+12,11/21/22 4:00,DOGE/USD,0.07526,0.07722,0.07123,0.07584,3635253.077,275697.5934
1.66899E+12,11/21/22 0:00,DOGE/USD,0.07689,0.07722,0.07123,0.07453,3354420.985,250004.996
1.66892E+12,11/20/22 4:00,DOGE/USD,0.0848,0.08567,0.07371,0.07526,3975166.749,299171.0495
1.6689E+12,11/20/22 0:00,DOGE/USD,0.08434,0.08567,0.07625,0.07689,3700152.141,284504.6981
1.66883E+12,11/19/22 4:00,DOGE/USD,0.08417,0.08533,0.083,0.0848,1089017.12,92348.65178
1.66882E+12,11/19/22 0:00,DOGE/USD,0.08455,0.08483,0.083,0.08434,953407.3402,80410.37507
1.66874E+12,11/18/22 4:00,DOGE/USD,0.08571,0.08571,0.08349,0.08417,1440450.115,121242.6862
1.66873E+12,11/18/22 0:00,DOGE/USD,0.08445,0.08661,0.08349,0.08455,4427712.013,374363.0507
1.66866E+12,11/17/22 4:00,DOGE/USD,0.08494,0.08661,0.08201,0.08571,39093996.09,3350746.405
1.66864E+12,11/17/22 0:00,DOGE/USD,0.08508,0.087,0.08201,0.08445,38358774.42,3239398.5
1.66857E+12,11/16/22 4:00,DOGE/USD,0.08787,0.08787,0.0837,0.08494,4091288.748,347514.0663
1.66856E+12,11/16/22 0:00,DOGE/USD,0.08688,0.091,0.0833,0.08508,8017823.125,682156.3915
1.66848E+12,11/15/22 4:00,DOGE/USD,0.08663,0.08964,0.085,0.08787,5032642.82,442218.3246
1.66847E+12,11/15/22 0:00,DOGE/USD,0.08551,0.08964,0.08482,0.08688,6822175.539,592710.6108
1.6684E+12,11/14/22 4:00,DOGE/USD,0.08197,0.091,0.08062,0.08663,9823474.976,851007.6372
1.66838E+12,11/14/22 0:00,DOGE/USD,0.08484,0.091,0.0792,0.08551,9869353.53,843928.4204
1.66831E+12,11/13/22 4:00,DOGE/USD,0.09065,0.09069,0.0792,0.08197,9938555.278,814663.3762
1.6683E+12,11/13/22 0:00,DOGE/USD,0.08742,0.09128,0.08287,0.08484,9319930.479,790702.9018
1.66823E+12,11/12/22 4:00,DOGE/USD,0.08211,0.09444,0.07802,0.09065,15030919.29,1362552.834
1.66821E+12,11/12/22 0:00,DOGE/USD,0.0849,0.09444,0.07802,0.08742,13690227.86,1196799.719
1.66814E+12,11/11/22 4:00,DOGE/USD,0.084,0.08944,0.07981,0.08211,9617544.416,789696.572
1.66812E+12,11/11/22 0:00,DOGE/USD,0.08961,0.093,0.07981,0.0849,12178459,1033951.169
1.66805E+12,11/10/22 4:00,DOGE/USD,0.07961,0.09424,0.07868,0.084,23976301.44,2014009.321
1.66804E+12,11/10/22 0:00,DOGE/USD,0.07425,0.09424,0.07281,0.08961,25831762.22,2314784.212
1.66797E+12,11/9/22 4:00,DOGE/USD,0.08478,0.08665,0.07,0.07961,22789473.04,1814269.949
1.66795E+12,11/9/22 0:00,DOGE/USD,0.08818,0.09202,0.07,0.07425,45688841.93,3392396.513
1.66788E+12,11/8/22 4:00,DOGE/USD,0.10238,0.11294,0.07731,0.08478,80237890.77,6802568.38
1.66787E+12,11/8/22 0:00,DOGE/USD,0.10945,0.11294,0.07731,0.08818,78213033.21,6896825.268
1.66779E+12,11/7/22 4:00,DOGE/USD,0.11813,0.119,0.10145,0.10238,18382704.18,1882021.254
1.66778E+12,11/7/22 0:00,DOGE/USD,0.11478,0.119,0.10741,0.10945,14722533.33,1611381.273
1.66771E+12,11/6/22 4:00,DOGE/USD,0.12503,0.12759,0.11191,0.11813,13617834.92,1608674.839
1.66769E+12,11/6/22 0:00,DOGE/USD,0.1245,0.12759,0.11191,0.11478,13545144.53,1554711.69
1.66762E+12,11/5/22 4:00,DOGE/USD,0.12491,0.13581,0.12,0.12503,18158011.39,2270296.164
1.66761E+12,11/5/22 0:00,DOGE/USD,0.12601,0.13581,0.12,0.1245,18623695.46,2318650.084
1.66753E+12,11/4/22 4:00,DOGE/USD,0.11942,0.12914,0.11689,0.12491,37114284.18,4635945.237
1.66752E+12,11/4/22 0:00,DOGE/USD,0.12263,0.12914,0.11559,0.12601,46018877.89,5798838.803
1.66745E+12,11/3/22 4:00,DOGE/USD,0.13394,0.13688,0.11559,0.11942,51522985.12,6152874.883
1.66743E+12,11/3/22 0:00,DOGE/USD,0.12781,0.13688,0.11995,0.12263,48969651.97,6005148.421
1.66736E+12,11/2/22 4:00,DOGE/USD,0.14149,0.14149,0.12141,0.13394,23809864.54,3189093.256
1.66735E+12,11/2/22 0:00,DOGE/USD,0.14221,0.14802,0.12141,0.12781,78151040.26,9988484.456
1.66728E+12,11/1/22 4:00,DOGE/USD,0.12791,0.15898,0.1256,0.14149,74326047.82,10516392.51
1.66726E+12,11/1/22 0:00,DOGE/USD,0.12681,0.15898,0.12454,0.14221,67336043.78,9575858.786
1.66719E+12,10/31/22 4:00,DOGE/USD,0.12208,0.1324,0.11376,0.12791,61066398.52,7811003.035
1.66717E+12,10/31/22 0:00,DOGE/USD,0.11766,0.1324,0.11376,0.12681,81159620.37,10291851.46
1.6671E+12,10/30/22 4:00,DOGE/USD,0.12824,0.14342,0.1113,0.12208,139892632.2,17078092.54
1.66709E+12,10/30/22 0:00,DOGE/USD,0.12194,0.14342,0.1113,0.11766,139599914.5,16425325.93
1.66702E+12,10/29/22 4:00,DOGE/USD,0.08632,0.15153,0.08425,0.12824,168899832.7,21659714.55
1.667E+12,10/29/22 0:00,DOGE/USD,0.08385,0.15153,0.08296,0.12194,150653775.5,18370721.39
1.66693E+12,10/28/22 4:00,DOGE/USD,0.07406,0.09,0.073,0.08632,65459568.7,5650469.97
1.66692E+12,10/28/22 0:00,DOGE/USD,0.07685,0.09,0.07255,0.08385,65905684.52,5526191.647
1.66684E+12,10/27/22 4:00,DOGE/USD,0.07628,0.08545,0.07255,0.07406,58762548.38,4351954.333
1.66683E+12,10/27/22 0:00,DOGE/USD,0.07283,0.08545,0.07179,0.07685,57418971.86,4412647.987
1.66676E+12,10/26/22 4:00,DOGE/USD,0.06584,0.07686,0.06584,0.07628,3542946.432,270255.9538
1.66674E+12,10/26/22 0:00,DOGE/USD,0.06298,0.07364,0.06265,0.07283,32564017.21,2371637.374
1.66667E+12,10/25/22 4:00,DOGE/USD,0.06055,0.06696,0.05942,0.06584,16113406.33,1060906.673
1.66666E+12,10/25/22 0:00,DOGE/USD,0.05949,0.06425,0.05918,0.06298,12994382.72,818386.2235
1.66658E+12,10/24/22 4:00,DOGE/USD,0.05973,0.06089,0.05867,0.06055,4129218.399,250024.174
1.66657E+12,10/24/22 0:00,DOGE/USD,0.06039,0.06089,0.05867,0.05949,4150302.139,246901.4743
1.6665E+12,10/23/22 4:00,DOGE/USD,0.05958,0.06089,0.05871,0.05973,3235268.845,193242.6081
1.66648E+12,10/23/22 0:00,DOGE/USD,0.05967,0.06045,0.05871,0.06039,2667069.449,161064.324
1.66641E+12,10/22/22 4:00,DOGE/USD,0.05945,0.05989,0.05906,0.05958,2078243.273,123821.7342
1.6664E+12,10/22/22 0:00,DOGE/USD,0.05933,0.05989,0.05906,0.05967,2266672.867,135252.37
1.66632E+12,10/21/22 4:00,DOGE/USD,0.05891,0.05984,0.05717,0.05945,3655195.214,217301.3555
1.66631E+12,10/21/22 0:00,DOGE/USD,0.05944,0.05948,0.05717,0.05933,3768056.012,223558.7632
1.66624E+12,10/20/22 4:00,DOGE/USD,0.05926,0.06031,0.05876,0.05891,2343016.446,138027.0988
1.66622E+12,10/20/22 0:00,DOGE/USD,0.05864,0.06031,0.05828,0.05944,2577064.811,153180.7324
1.66615E+12,10/19/22 4:00,DOGE/USD,0.05991,0.06072,0.05823,0.05926,2307477.994,136741.1459
1.66614E+12,10/19/22 0:00,DOGE/USD,0.05972,0.06072,0.05823,0.05864,3510822.909,205874.6554
1.66607E+12,10/18/22 4:00,DOGE/USD,0.05999,0.06115,0.05851,0.05991,3800075.616,227662.5301
1.66605E+12,10/18/22 0:00,DOGE/USD,0.05992,0.06115,0.05851,0.05972,3481208.004,207897.742
1.66598E+12,10/17/22 4:00,DOGE/USD,0.05879,0.06026,0.05865,0.05999,1915260.857,114896.4988
1.66596E+12,10/17/22 0:00,DOGE/USD,0.05886,0.06011,0.05855,0.05992,1736270.5,104037.3284
1.66589E+12,10/16/22 4:00,DOGE/USD,0.05889,0.05942,0.05851,0.05879,2202598.287,129490.7533
1.66588E+12,10/16/22 0:00,DOGE/USD,0.05855,0.05942,0.05851,0.05886,2366156.373,139271.9641
1.66581E+12,10/15/22 4:00,DOGE/USD,0.05903,0.05974,0.05796,0.05889,3519248.023,207248.5161
1.66579E+12,10/15/22 0:00,DOGE/USD,0.05867,0.05974,0.05796,0.05855,3528176.479,206574.7328
1.66572E+12,10/14/22 4:00,DOGE/USD,0.06049,0.06081,0.05813,0.05903,3692187.666,217949.8379
1.66571E+12,10/14/22 0:00,DOGE/USD,0.05958,0.061,0.05813,0.05867,4292367.416,251833.1963
1.66563E+12,10/13/22 4:00,DOGE/USD,0.05891,0.061,0.05501,0.06049,9964282.894,602739.4722
1.66562E+12,10/13/22 0:00,DOGE/USD,0.05979,0.06017,0.05501,0.05958,9201250.658,548210.5142
1.66555E+12,10/12/22 4:00,DOGE/USD,0.0606,0.0606,0.05831,0.05891,687319.45,40489.9888
1.66553E+12,10/12/22 0:00,DOGE/USD,0.06022,0.06095,0.0593,0.05979,1713213.464,102433.033
1.66546E+12,10/11/22 4:00,DOGE/USD,0.05902,0.06095,0.05886,0.0606,2286465.237,138559.7933
1.66545E+12,10/11/22 0:00,DOGE/USD,0.0595,0.06084,0.05755,0.06022,4534195.789,273049.2704
1.66537E+12,10/10/22 4:00,DOGE/USD,0.06223,0.06237,0.05755,0.05902,7489015.211,442001.6778
1.66536E+12,10/10/22 0:00,DOGE/USD,0.06214,0.06252,0.05923,0.0595,4893845.848,291183.828
1.66529E+12,10/9/22 4:00,DOGE/USD,0.06145,0.06252,0.06122,0.06223,1725019.982,107347.9934
1.66527E+12,10/9/22 0:00,DOGE/USD,0.06165,0.06239,0.06122,0.06214,1645573.829,102255.9577
1.6652E+12,10/8/22 4:00,DOGE/USD,0.06248,0.06252,0.06122,0.06145,1861616.767,114396.3503
1.66519E+12,10/8/22 0:00,DOGE/USD,0.06246,0.06263,0.06122,0.06165,2732996.792,168489.2522
1.66512E+12,10/7/22 4:00,DOGE/USD,0.06344,0.0638,0.06134,0.06248,8904563.499,556357.1274
1.6651E+12,10/7/22 0:00,DOGE/USD,0.0634,0.0638,0.06134,0.06246,9766342.492,610005.752
1.66503E+12,10/6/22 4:00,DOGE/USD,0.06605,0.06605,0.06291,0.06344,3948405.95,250486.8735
1.66501E+12,10/6/22 0:00,DOGE/USD,0.06473,0.06679,0.06291,0.0634,7016542.767,444848.8115
1.66494E+12,10/5/22 4:00,DOGE/USD,0.06499,0.06679,0.06272,0.06605,10377746.21,685450.1374
1.66493E+12,10/5/22 0:00,DOGE/USD,0.06587,0.06684,0.06272,0.06473,12560066.22,813013.0863
1.66486E+12,10/4/22 4:00,DOGE/USD,0.06026,0.06684,0.06,0.06499,20512049.47,1333078.095
1.66484E+12,10/4/22 0:00,DOGE/USD,0.06044,0.06641,0.05996,0.06587,17130048.38,1128356.287
1.66477E+12,10/3/22 4:00,DOGE/USD,0.05947,0.06051,0.05904,0.06026,2431560.91,146525.8604
1.66476E+12,10/3/22 0:00,DOGE/USD,0.05933,0.06051,0.05882,0.06044,3205246.667,193725.1086
1.66468E+12,10/2/22 4:00,DOGE/USD,0.06073,0.06095,0.05882,0.05947,2695845.486,160321.931
1.66467E+12,10/2/22 0:00,DOGE/USD,0.06055,0.06097,0.05884,0.05933,2964682.874,175894.6349
1.6646E+12,10/1/22 4:00,DOGE/USD,0.06165,0.0621,0.06026,0.06073,4004313.458,243181.9563
1.66458E+12,10/1/22 0:00,DOGE/USD,0.06158,0.06311,0.06026,0.06055,6296189.109,381234.2506
1.66451E+12,9/30/22 4:00,DOGE/USD,0.06037,0.06311,0.0596,0.06165,17539213.88,1081292.535
1.6645E+12,9/30/22 0:00,DOGE/USD,0.06088,0.06224,0.0596,0.06158,14686618.25,904401.9519
1.66442E+12,9/29/22 4:00,DOGE/USD,0.06081,0.06105,0.0593,0.06037,2877660.45,173724.3613
1.66441E+12,9/29/22 0:00,DOGE/USD,0.06058,0.06105,0.0593,0.06088,3036428.498,184857.767
1.66434E+12,9/28/22 4:00,DOGE/USD,0.05937,0.06104,0.05937,0.06081,1214417.376,73848.72065
1.66432E+12,9/28/22 0:00,DOGE/USD,0.06053,0.06112,0.0585,0.06058,4002299.769,242459.32
1.66425E+12,9/27/22 4:00,DOGE/USD,0.06257,0.06304,0.0585,0.05937,5973468.877,354644.8472
1.66424E+12,9/27/22 0:00,DOGE/USD,0.06117,0.06304,0.05964,0.06053,6787977.231,410876.2618
1.66416E+12,9/26/22 4:00,DOGE/USD,0.06123,0.06277,0.0598,0.06257,11188322.82,700053.359
1.66415E+12,9/26/22 0:00,DOGE/USD,0.06118,0.06183,0.0598,0.06117,9720723.232,594616.6401
1.66408E+12,9/25/22 4:00,DOGE/USD,0.06337,0.06384,0.06001,0.06123,7348644.211,449957.4851
1.66406E+12,9/25/22 0:00,DOGE/USD,0.06322,0.06384,0.06001,0.06118,7800563.928,477238.5011
1.66399E+12,9/24/22 4:00,DOGE/USD,0.06589,0.06679,0.06255,0.06337,15495263.56,981934.852
1.66398E+12,9/24/22 0:00,DOGE/USD,0.06335,0.06825,0.06259,0.06322,27523425.75,1740030.976
1.66391E+12,9/23/22 4:00,DOGE/USD,0.06146,0.06825,0.05913,0.06589,28080610.91,1850231.453
1.66389E+12,9/23/22 0:00,DOGE/USD,0.05962,0.06441,0.05913,0.06335,16497098.37,1045091.182
1.66382E+12,9/22/22 4:00,DOGE/USD,0.05743,0.06148,0.05736,0.06146,3510596.012,215761.2309
1.6638E+12,9/22/22 0:00,DOGE/USD,0.0574,0.06001,0.05692,0.05962,2208992.402,131700.127
1.66373E+12,9/21/22 4:00,DOGE/USD,0.05921,0.06088,0.05613,0.05743,5502235.394,315993.3787
1.66372E+12,9/21/22 0:00,DOGE/USD,0.05838,0.06088,0.05613,0.0574,8302372.705,476556.1933
