https://www.CryptoDataDownload.com,,,,,,,,
unix,date,symbol,open,high,low,close,Volume ZEC,Volume USD
1.67272E+12,1/3/23 4:00,ZEC/USD,39.18,40.76,39.14,40.75,990.811308,40375.5608
1.6727E+12,1/3/23 0:00,ZEC/USD,39.43,40.3,39,40.01,920.178571,36816.34463
1.67263E+12,1/2/23 4:00,ZEC/USD,37.07,39.84,36.91,39.18,789.456222,30930.89478
1.67262E+12,1/2/23 0:00,ZEC/USD,36.95,39.84,36.23,39.43,762.870475,30079.98283
1.67255E+12,1/1/23 4:00,ZEC/USD,36.33,37.24,35.96,37.07,767.313111,28444.29702
1.67253E+12,1/1/23 0:00,ZEC/USD,36.71,37.3,35.96,36.95,762.673925,28180.80153
1.67246E+12,12/31/22 4:00,ZEC/USD,37.9,37.99,36.2,36.33,910.95107,33094.85237
1.67244E+12,12/31/22 0:00,ZEC/USD,37.66,38.04,36.63,36.71,801.635219,29428.02889
1.67237E+12,12/30/22 4:00,ZEC/USD,37.72,38.09,37,37.9,646.690395,24509.56597
1.67236E+12,12/30/22 0:00,ZEC/USD,37.94,38.1,37,37.66,743.402427,27996.5354
1.67229E+12,12/29/22 4:00,ZEC/USD,37.82,38.28,37.4,37.72,898.617892,33895.86689
1.67227E+12,12/29/22 0:00,ZEC/USD,37.37,38.28,37.32,37.94,947.157556,35935.15767
1.6722E+12,12/28/22 4:00,ZEC/USD,38.27,38.27,37,37.82,980.316631,37075.57498
1.67219E+12,12/28/22 0:00,ZEC/USD,38.78,38.82,37,37.37,857.097243,32029.72397
1.67211E+12,12/27/22 4:00,ZEC/USD,39.93,40.01,37.86,38.27,526.131394,20135.04845
1.6721E+12,12/27/22 0:00,ZEC/USD,40.28,40.4,37.86,38.78,497.46611,19291.73575
1.67203E+12,12/26/22 4:00,ZEC/USD,40.27,40.4,39.78,39.93,186.500292,7446.95666
1.67201E+12,12/26/22 0:00,ZEC/USD,39.88,40.33,39.78,40.28,242.197528,9755.716428
1.67194E+12,12/25/22 4:00,ZEC/USD,39.97,40.28,39.42,40.27,184.240835,7419.378425
1.67193E+12,12/25/22 0:00,ZEC/USD,39.61,40.28,39.42,39.88,149.299306,5954.056323
1.67185E+12,12/24/22 4:00,ZEC/USD,39.43,40.15,39,39.97,842.033336,33656.07244
1.67184E+12,12/24/22 0:00,ZEC/USD,39.41,39.99,39,39.61,816.696938,32349.36571
1.67177E+12,12/23/22 4:00,ZEC/USD,39.9,40.07,39.24,39.43,136.397759,5378.163637
1.67175E+12,12/23/22 0:00,ZEC/USD,39.44,40.07,39.09,39.41,347.753716,13704.97395
1.67168E+12,12/22/22 4:00,ZEC/USD,41.25,41.25,38.67,39.9,687.456768,27429.52504
1.67167E+12,12/22/22 0:00,ZEC/USD,41.36,41.69,38.67,39.44,993.82444,39196.43591
1.6716E+12,12/21/22 4:00,ZEC/USD,41.63,42.89,41,41.25,739.370522,30499.03403
1.67158E+12,12/21/22 0:00,ZEC/USD,42.15,42.89,41,41.36,1018.081389,42107.84625
1.67151E+12,12/20/22 4:00,ZEC/USD,42.24,42.88,41.41,41.63,914.384146,38065.812
1.67149E+12,12/20/22 0:00,ZEC/USD,42.02,42.88,41.52,42.15,725.992604,30600.58826
1.67142E+12,12/19/22 4:00,ZEC/USD,44.06,44.47,41.57,42.24,1127.050526,47606.61422
1.67141E+12,12/19/22 0:00,ZEC/USD,43.69,45.5,41.57,42.02,1708.68011,71798.73822
1.67134E+12,12/18/22 4:00,ZEC/USD,42.77,45.5,42.77,44.06,1150.01968,50669.8671
1.67132E+12,12/18/22 0:00,ZEC/USD,43.12,43.73,42.46,43.69,496.768875,21703.83215
1.67125E+12,12/17/22 4:00,ZEC/USD,41.01,43.22,40.7,42.77,353.934559,15137.78109
1.67124E+12,12/17/22 0:00,ZEC/USD,40.84,43.22,39.97,43.12,420.885882,18148.59923
1.67116E+12,12/16/22 4:00,ZEC/USD,45.64,45.64,39.97,41.01,2188.062634,89732.44862
1.67115E+12,12/16/22 0:00,ZEC/USD,45.82,46.34,40.11,40.84,2314.510371,94524.60355
1.67108E+12,12/15/22 4:00,ZEC/USD,46.74,46.74,45.64,45.64,436.336571,19914.4011
1.67106E+12,12/15/22 0:00,ZEC/USD,46.44,47.48,45.57,45.82,924.209943,42347.29959
1.67099E+12,12/14/22 4:00,ZEC/USD,46.89,47.61,45.57,46.74,969.844902,45330.55072
1.67098E+12,12/14/22 0:00,ZEC/USD,46.23,47.61,45.63,46.44,1086.225122,50444.29467
1.6709E+12,12/13/22 4:00,ZEC/USD,46.3,47.86,45.28,46.89,1370.556126,64265.37675
1.67089E+12,12/13/22 0:00,ZEC/USD,46.03,47.86,45.28,46.23,1820.290059,84152.00943
1.67082E+12,12/12/22 4:00,ZEC/USD,43.77,46.5,43.77,46.3,2447.661229,113326.7149
1.6708E+12,12/12/22 0:00,ZEC/USD,44.95,46.5,43.68,46.03,2317.253608,106663.1836
1.67073E+12,12/11/22 4:00,ZEC/USD,45.54,45.97,43.68,43.77,655.35566,28684.91724
1.67072E+12,12/11/22 0:00,ZEC/USD,45.49,45.97,44.89,44.95,140.238375,6303.714956
1.67064E+12,12/10/22 4:00,ZEC/USD,45.95,46.12,45.28,45.54,89.638061,4082.117298
1.67063E+12,12/10/22 0:00,ZEC/USD,45.44,46.12,45.35,45.49,1430.337387,65066.04773
1.67056E+12,12/9/22 4:00,ZEC/USD,45.07,46,45.07,45.95,1653.262636,75967.41812
1.67054E+12,12/9/22 0:00,ZEC/USD,44.76,46,44.76,45.44,326.079999,14817.07515
1.67047E+12,12/8/22 4:00,ZEC/USD,44.05,45.38,43.34,45.07,597.45409,26927.25584
1.67046E+12,12/8/22 0:00,ZEC/USD,43.48,45.11,43.34,44.76,752.892816,33699.48244
1.67039E+12,12/7/22 4:00,ZEC/USD,45.85,45.85,43.25,44.05,243.769395,10738.04185
1.67037E+12,12/7/22 0:00,ZEC/USD,46.08,46.29,43.25,43.48,517.127122,22484.68726
1.6703E+12,12/6/22 4:00,ZEC/USD,46.5,46.51,45.08,45.85,571.944472,26223.65404
1.67028E+12,12/6/22 0:00,ZEC/USD,46.42,46.51,45.08,46.08,719.730675,33165.1895
1.67021E+12,12/5/22 4:00,ZEC/USD,46.38,47.03,45.15,46.5,2049.199434,95287.77368
1.6702E+12,12/5/22 0:00,ZEC/USD,45.79,47.03,45.15,46.42,1892.792673,87863.43588
1.67013E+12,12/4/22 4:00,ZEC/USD,45.75,46.42,44.87,46.38,135.219032,6271.458704
1.67011E+12,12/4/22 0:00,ZEC/USD,45.47,45.96,44.87,45.79,155.752391,7131.901984
1.67004E+12,12/3/22 4:00,ZEC/USD,46.08,46.55,45.11,45.75,243.891677,11158.04422
1.67003E+12,12/3/22 0:00,ZEC/USD,46.11,46.55,45.11,45.47,214.77479,9765.809701
1.66995E+12,12/2/22 4:00,ZEC/USD,44.76,46.54,44.41,46.08,1661.46036,76560.09339
1.66994E+12,12/2/22 0:00,ZEC/USD,44.69,46.54,44.22,46.11,1698.320421,78309.55461
1.66987E+12,12/1/22 4:00,ZEC/USD,43.32,45.18,43.32,44.76,279.103616,12492.67785
1.66985E+12,12/1/22 0:00,ZEC/USD,43.41,45.02,42.8,44.69,2176.643482,97274.19721
1.66978E+12,11/30/22 4:00,ZEC/USD,41.13,43.98,40.94,43.32,3069.21883,132958.5597
1.66977E+12,11/30/22 0:00,ZEC/USD,39.76,43.98,39.76,43.41,3463.600462,150354.8961
1.66969E+12,11/29/22 4:00,ZEC/USD,40.24,41.36,39.43,41.13,1585.911412,65228.53638
1.66968E+12,11/29/22 0:00,ZEC/USD,39.4,40.63,39.26,39.76,3065.010706,121864.8257
1.66961E+12,11/28/22 4:00,ZEC/USD,39.12,40.35,38.89,40.24,2420.447765,97398.81806
1.66959E+12,11/28/22 0:00,ZEC/USD,40.53,40.92,38.64,39.4,588.897442,23202.55921
1.66952E+12,11/27/22 4:00,ZEC/USD,41.65,42.12,38.64,39.12,275.030129,10759.17865
1.66951E+12,11/27/22 0:00,ZEC/USD,41.21,42.12,40.4,40.53,203.529978,8249.070008
1.66944E+12,11/26/22 4:00,ZEC/USD,41.99,42.63,41.12,41.65,862.961939,35942.36476
1.66942E+12,11/26/22 0:00,ZEC/USD,41.29,42.63,41.12,41.21,934.942999,38529.00099
1.66935E+12,11/25/22 4:00,ZEC/USD,42.42,42.52,41.08,41.99,354.217295,14873.58422
1.66933E+12,11/25/22 0:00,ZEC/USD,43.5,43.5,41.08,41.29,303.378926,12526.51585
1.66926E+12,11/24/22 4:00,ZEC/USD,42.97,43.7,42.3,42.42,232.834046,9876.820231
1.66925E+12,11/24/22 0:00,ZEC/USD,43.09,43.7,42.3,43.5,365.209504,15886.61342
1.66918E+12,11/23/22 4:00,ZEC/USD,42.4,44.16,42.33,42.97,1382.585306,59409.6906
1.66916E+12,11/23/22 0:00,ZEC/USD,39.77,44.16,39.42,43.09,1627.731492,70138.94999
1.66909E+12,11/22/22 4:00,ZEC/USD,37.6,42.4,37,42.4,1256.754652,53286.39724
1.66908E+12,11/22/22 0:00,ZEC/USD,37.38,39.77,37,39.77,1064.494996,42334.96599
1.669E+12,11/21/22 4:00,ZEC/USD,37.27,38.57,36.69,37.6,3172.518544,119286.6973
1.66899E+12,11/21/22 0:00,ZEC/USD,37.8,38.57,36,37.38,3316.394246,123966.8169
1.66892E+12,11/20/22 4:00,ZEC/USD,39.7,41,36,37.27,851.34973,31729.80444
1.6689E+12,11/20/22 0:00,ZEC/USD,39.64,41,37.5,37.8,553.713733,20930.37911
1.66883E+12,11/19/22 4:00,ZEC/USD,38.46,40.06,38.03,39.7,318.874218,12659.30645
1.66882E+12,11/19/22 0:00,ZEC/USD,38.87,39.64,38.03,39.64,261.869638,10380.51245
1.66874E+12,11/18/22 4:00,ZEC/USD,39.78,39.78,38.22,38.46,1386.007654,53305.85437
1.66873E+12,11/18/22 0:00,ZEC/USD,39.4,40.16,38.36,38.87,3269.881514,127100.2944
1.66866E+12,11/17/22 4:00,ZEC/USD,38.82,40.18,38.08,39.78,2692.744055,107117.3585
1.66864E+12,11/17/22 0:00,ZEC/USD,38.68,40.18,38.08,39.4,1563.62032,61606.64061
1.66857E+12,11/16/22 4:00,ZEC/USD,41.03,41.03,38,38.82,2543.550185,98740.61818
1.66856E+12,11/16/22 0:00,ZEC/USD,40.56,41.05,38,38.68,3659.464412,141548.0835
1.66848E+12,11/15/22 4:00,ZEC/USD,41.1,41.91,40.23,41.03,5338.35068,219032.5284
1.66847E+12,11/15/22 0:00,ZEC/USD,40.27,41.91,39.8,40.56,5182.140728,210187.6279
1.6684E+12,11/14/22 4:00,ZEC/USD,39.46,41.75,38.45,41.1,3327.166338,136746.5365
1.66838E+12,11/14/22 0:00,ZEC/USD,40.49,41.75,38.35,40.27,3139.034119,126408.904
1.66831E+12,11/13/22 4:00,ZEC/USD,40.16,41.24,38.35,39.46,2451.198509,96724.29317
1.6683E+12,11/13/22 0:00,ZEC/USD,39.62,41.24,38.8,40.49,2371.831065,96035.43982
1.66823E+12,11/12/22 4:00,ZEC/USD,38.58,40.49,35.97,40.16,674.949346,27105.96574
1.66821E+12,11/12/22 0:00,ZEC/USD,38.22,40.49,35.97,39.62,1243.447177,49265.37715
1.66814E+12,11/11/22 4:00,ZEC/USD,38.29,39.66,37.3,38.58,4143.92802,159872.743
1.66812E+12,11/11/22 0:00,ZEC/USD,38.85,40,37.3,38.22,3791.419574,144908.0561
1.66805E+12,11/10/22 4:00,ZEC/USD,35.33,40.22,35.25,38.29,3583.897854,137227.4488
1.66804E+12,11/10/22 0:00,ZEC/USD,34.96,40.22,34.16,38.85,3838.033442,149107.5992
1.66797E+12,11/9/22 4:00,ZEC/USD,41.58,41.58,33.3,35.33,4260.960259,150539.726
1.66795E+12,11/9/22 0:00,ZEC/USD,42.13,42.85,33.3,34.96,8457.035695,295657.9679
1.66788E+12,11/8/22 4:00,ZEC/USD,49,49.5,40.68,41.58,5044.780705,209761.9817
1.66787E+12,11/8/22 0:00,ZEC/USD,50.97,51.86,41,42.13,4493.571994,189314.1881
1.66779E+12,11/7/22 4:00,ZEC/USD,51.26,53.01,49,49,543.494332,26631.22227
1.66778E+12,11/7/22 0:00,ZEC/USD,50.38,53.01,49.72,50.97,521.220739,26566.62107
1.66771E+12,11/6/22 4:00,ZEC/USD,53.35,53.66,50,51.26,3142.015447,161059.7118
1.66769E+12,11/6/22 0:00,ZEC/USD,53.24,53.67,50,50.38,3103.565156,156357.6126
1.66762E+12,11/5/22 4:00,ZEC/USD,54.28,54.63,52.77,53.35,2104.943872,112298.7556
1.66761E+12,11/5/22 0:00,ZEC/USD,53.9,54.64,52.77,53.24,2677.179148,142533.0178
1.66753E+12,11/4/22 4:00,ZEC/USD,51.33,54.64,51.33,54.28,3609.488637,195923.0432
1.66752E+12,11/4/22 0:00,ZEC/USD,50.38,53.97,49.91,53.9,3208.334881,172929.2501
1.66745E+12,11/3/22 4:00,ZEC/USD,51.71,52.04,49.76,51.33,649.668792,33347.49909
1.66743E+12,11/3/22 0:00,ZEC/USD,50.16,52.04,49.76,50.38,641.938173,32340.84516
1.66736E+12,11/2/22 4:00,ZEC/USD,50.39,52.3,49.73,51.71,440.883833,22798.103
1.66735E+12,11/2/22 0:00,ZEC/USD,50.17,52.3,49.52,50.16,609.950645,30595.12435
1.66728E+12,11/1/22 4:00,ZEC/USD,52.7,52.95,49.72,50.39,3999.533783,201536.5073
1.66726E+12,11/1/22 0:00,ZEC/USD,52.64,53,49.87,50.17,4251.5792,213301.7285
1.66719E+12,10/31/22 4:00,ZEC/USD,53.4,53.81,52.02,52.7,2204.637945,116184.4197
1.66717E+12,10/31/22 0:00,ZEC/USD,53.44,53.89,52.02,52.64,2542.021493,133812.0114
1.6671E+12,10/30/22 4:00,ZEC/USD,54.67,55.69,52.81,53.4,2002.789694,106948.9697
1.66709E+12,10/30/22 0:00,ZEC/USD,54.08,55.69,53.17,53.44,1668.118953,89144.27685
1.66702E+12,10/29/22 4:00,ZEC/USD,54.42,55.38,53,54.67,3001.278235,164079.8811
1.667E+12,10/29/22 0:00,ZEC/USD,53.77,55.38,53,54.08,2743.659979,148377.1317
1.66693E+12,10/28/22 4:00,ZEC/USD,52.8,54.43,52.06,54.42,1681.857726,91526.69745
1.66692E+12,10/28/22 0:00,ZEC/USD,52.86,54.16,52.06,53.77,2197.590806,118164.4576
1.66684E+12,10/27/22 4:00,ZEC/USD,55.68,56.4,52.08,52.8,2236.984789,118112.7969
1.66683E+12,10/27/22 0:00,ZEC/USD,55.11,56.4,52.49,52.86,1714.048161,90604.58579
1.66676E+12,10/26/22 4:00,ZEC/USD,53.88,55.68,53.88,55.68,8.659678,482.170871
1.66674E+12,10/26/22 0:00,ZEC/USD,53.41,57,53.41,55.11,2400.429467,132287.6679
1.66667E+12,10/25/22 4:00,ZEC/USD,52.24,54,51.81,53.88,3797.249342,204595.7945
1.66666E+12,10/25/22 0:00,ZEC/USD,51.93,54,51.81,53.41,4385.978632,234255.1187
1.66658E+12,10/24/22 4:00,ZEC/USD,52.01,52.62,51.11,52.24,2148.775256,112252.0194
1.66657E+12,10/24/22 0:00,ZEC/USD,53.08,53.19,51.11,51.93,1989.708156,103325.5445
1.6665E+12,10/23/22 4:00,ZEC/USD,52.48,53.24,51.56,52.01,1872.955968,97412.4399
1.66648E+12,10/23/22 0:00,ZEC/USD,52.38,53.24,51.56,53.08,1911.56458,101465.8479
1.66641E+12,10/22/22 4:00,ZEC/USD,51.89,52.99,51.44,52.48,2597.792796,136332.1659
1.6664E+12,10/22/22 0:00,ZEC/USD,52.15,52.99,51.44,52.38,2067.508195,108296.0793
1.66632E+12,10/21/22 4:00,ZEC/USD,51.3,52.78,49.95,51.89,1547.892466,80320.14006
1.66631E+12,10/21/22 0:00,ZEC/USD,51.8,52.78,49.95,52.15,1439.017333,75044.75392
1.66624E+12,10/20/22 4:00,ZEC/USD,50.82,52.7,50.82,51.3,2083.735011,106895.6061
1.66622E+12,10/20/22 0:00,ZEC/USD,50.54,52.7,50.3,51.8,2114.4255,109527.2409
1.66615E+12,10/19/22 4:00,ZEC/USD,52.43,52.43,50.3,50.82,284.767687,14471.89385
1.66614E+12,10/19/22 0:00,ZEC/USD,52.47,52.68,50.38,50.54,2087.441822,105499.3097
1.66607E+12,10/18/22 4:00,ZEC/USD,52.83,52.92,51.19,52.43,1775.353157,93081.76602
1.66605E+12,10/18/22 0:00,ZEC/USD,52.92,53.45,51.19,52.47,1692.408348,88800.66602
1.66598E+12,10/17/22 4:00,ZEC/USD,51.44,53.45,51.4,52.83,2235.019304,118076.0698
1.66596E+12,10/17/22 0:00,ZEC/USD,51.78,53.34,51.4,52.92,1656.799617,87677.83573
1.66589E+12,10/16/22 4:00,ZEC/USD,51.41,52.83,50.72,51.44,1207.736703,62125.976
1.66588E+12,10/16/22 0:00,ZEC/USD,50.84,52.83,50.72,51.78,1177.361294,60963.7678
1.66581E+12,10/15/22 4:00,ZEC/USD,50.03,51.75,49.53,51.41,1028.052374,52852.17255
1.66579E+12,10/15/22 0:00,ZEC/USD,49.76,51.63,49.53,50.84,1041.040276,52926.48763
1.66572E+12,10/14/22 4:00,ZEC/USD,52.15,52.31,49.43,50.03,1706.496955,85376.04266
1.66571E+12,10/14/22 0:00,ZEC/USD,50.94,52.31,49.43,49.76,1862.054264,92655.82018
1.66563E+12,10/13/22 4:00,ZEC/USD,50.82,52.31,47.67,52.15,2633.320943,137327.6872
1.66562E+12,10/13/22 0:00,ZEC/USD,51.6,51.93,47.67,50.94,2556.739321,130240.301
1.66555E+12,10/12/22 4:00,ZEC/USD,51.79,51.97,50.35,50.82,132.14514,6715.616015
1.66553E+12,10/12/22 0:00,ZEC/USD,51.34,52.4,51.13,51.6,792.638722,40900.15806
1.66546E+12,10/11/22 4:00,ZEC/USD,52.04,52.72,51.34,51.79,920.333128,47664.0527
1.66545E+12,10/11/22 0:00,ZEC/USD,52.7,52.72,51.34,51.34,1029.284395,52843.46084
1.66537E+12,10/10/22 4:00,ZEC/USD,54.7,54.97,51.53,52.04,395.274351,20570.07723
1.66536E+12,10/10/22 0:00,ZEC/USD,54.85,55.29,52.7,52.7,300.566913,15839.87632
1.66529E+12,10/9/22 4:00,ZEC/USD,54.06,55.29,53.96,54.7,130.91483,7161.041201
1.66527E+12,10/9/22 0:00,ZEC/USD,54.5,55.11,53.96,54.85,143.210068,7855.07223
1.6652E+12,10/8/22 4:00,ZEC/USD,54.86,55.3,54,54.06,123.951497,6700.817928
1.66519E+12,10/8/22 0:00,ZEC/USD,54.46,55.3,54.06,54.5,115.853239,6314.001526
1.66512E+12,10/7/22 4:00,ZEC/USD,55.36,55.62,54.07,54.86,280.275277,15375.9017
1.6651E+12,10/7/22 0:00,ZEC/USD,55.14,55.62,54.07,54.46,300.663813,16374.15126
1.66503E+12,10/6/22 4:00,ZEC/USD,57.06,57.06,55.01,55.36,78.126704,4325.094333
1.66501E+12,10/6/22 0:00,ZEC/USD,56.63,57.28,55.01,55.14,1565.126535,86301.07714
1.66494E+12,10/5/22 4:00,ZEC/USD,56.38,57.83,56.18,57.06,3021.675545,172416.8066
1.66493E+12,10/5/22 0:00,ZEC/USD,56.77,57.83,56.18,56.63,2608.851575,147739.2647
1.66486E+12,10/4/22 4:00,ZEC/USD,56.07,57.19,56.05,56.38,1507.661652,85001.96394
1.66484E+12,10/4/22 0:00,ZEC/USD,56.11,57.19,55.75,56.77,1508.900008,85660.25345
1.66477E+12,10/3/22 4:00,ZEC/USD,54.6,56.3,54.03,56.07,662.876456,37167.48289
1.66476E+12,10/3/22 0:00,ZEC/USD,53.96,56.11,53.26,56.11,830.589098,46604.35429
1.66468E+12,10/2/22 4:00,ZEC/USD,55.22,55.36,53.26,54.6,1762.442242,96229.34641
1.66467E+12,10/2/22 0:00,ZEC/USD,55.22,55.52,53.53,53.96,1937.81701,104564.6059
1.6646E+12,10/1/22 4:00,ZEC/USD,56.27,57.12,55.17,55.22,1837.027095,101440.6362
1.66458E+12,10/1/22 0:00,ZEC/USD,55.88,57.12,55.22,55.22,2272.769422,125502.3275
1.66451E+12,9/30/22 4:00,ZEC/USD,56.06,57.26,55.6,56.27,2598.598443,146223.1344
1.6645E+12,9/30/22 0:00,ZEC/USD,56.67,57.26,55.6,55.88,2015.224587,112610.7499
1.66442E+12,9/29/22 4:00,ZEC/USD,55.58,56.9,54.69,56.06,456.86008,25611.57608
1.66441E+12,9/29/22 0:00,ZEC/USD,55.41,56.88,54.69,56.67,308.831135,17501.46042
1.66434E+12,9/28/22 4:00,ZEC/USD,54.95,55.92,54.92,55.58,141.08883,7841.717171
1.66432E+12,9/28/22 0:00,ZEC/USD,57.14,57.36,53.5,55.41,1995.638426,110578.3252
1.66425E+12,9/27/22 4:00,ZEC/USD,59.81,61.49,54.59,54.95,2074.436587,113990.2905
1.66424E+12,9/27/22 0:00,ZEC/USD,58.92,61.49,56,57.14,2156.456939,123219.9495
1.66416E+12,9/26/22 4:00,ZEC/USD,55.96,59.81,55.96,59.81,2175.922103,130141.901
1.66415E+12,9/26/22 0:00,ZEC/USD,55.97,58.97,55.18,58.92,1790.622797,105503.4952
1.66408E+12,9/25/22 4:00,ZEC/USD,56.2,57.08,55.18,55.96,1336.013249,74763.30141
1.66406E+12,9/25/22 0:00,ZEC/USD,55.63,57.08,55.21,55.97,1312.766564,73475.54459
1.66399E+12,9/24/22 4:00,ZEC/USD,56.97,58.19,55.49,56.2,655.62103,36845.90189
1.66398E+12,9/24/22 0:00,ZEC/USD,55.93,58.19,55.49,55.63,882.474012,49092.02929
1.66391E+12,9/23/22 4:00,ZEC/USD,57.42,58.38,54.37,56.97,3240.179157,184593.0066
1.66389E+12,9/23/22 0:00,ZEC/USD,56.71,58.38,54.37,55.93,3278.168455,183347.9617
1.66382E+12,9/22/22 4:00,ZEC/USD,54.32,57.47,53.96,57.42,955.78279,54881.0478
1.6638E+12,9/22/22 0:00,ZEC/USD,53.84,56.94,53.63,56.71,795.621207,45119.67865
1.66373E+12,9/21/22 4:00,ZEC/USD,53.89,57.41,52.25,54.32,1718.240221,93334.8088
1.66372E+12,9/21/22 0:00,ZEC/USD,53.49,57.41,52.25,53.84,2553.957169,137505.054
1.66365E+12,9/20/22 4:00,ZEC/USD,55.06,55.9,53.28,53.89,762.45217,41088.54744
1.66363E+12,9/20/22 0:00,ZEC/USD,55.01,55.9,53.28,53.49,893.11753,47772.85668
1.66356E+12,9/19/22 4:00,ZEC/USD,52.08,55.55,52.08,55.06,1698.973234,93545.46626
1.66355E+12,9/19/22 0:00,ZEC/USD,53.06,55.45,51.77,55.01,1695.074199,93246.03169
1.66347E+12,9/18/22 4:00,ZEC/USD,58.1,58.67,51.77,52.08,743.27863,38709.95105
1.66346E+12,9/18/22 0:00,ZEC/USD,58.88,58.88,52.21,53.06,602.610013,31974.48729
1.66339E+12,9/17/22 4:00,ZEC/USD,56.85,58.88,56.8,58.1,360.326086,20934.9456
1.66337E+12,9/17/22 0:00,ZEC/USD,56.63,58.88,56.63,58.88,350.530479,20639.2346
1.6633E+12,9/16/22 4:00,ZEC/USD,58.5,58.76,55.59,56.85,352.867033,20060.49083
1.66329E+12,9/16/22 0:00,ZEC/USD,58.12,58.76,55.59,56.63,372.468314,21092.88062
1.66321E+12,9/15/22 4:00,ZEC/USD,59.86,61.6,57.94,58.5,262.184255,15337.77892
1.6632E+12,9/15/22 0:00,ZEC/USD,61.95,61.95,58.12,58.12,347.288243,20184.39268
1.66313E+12,9/14/22 4:00,ZEC/USD,59.65,62.15,59.39,59.86,181.980792,10893.37021
1.66311E+12,9/14/22 0:00,ZEC/USD,58.77,62.15,58.48,61.95,631.701248,39133.89231
1.66304E+12,9/13/22 4:00,ZEC/USD,62.29,63.99,58.48,59.65,3006.701729,179349.7581
1.66303E+12,9/13/22 0:00,ZEC/USD,62.98,63.99,58.52,58.77,3055.06789,179546.3399
1.66296E+12,9/12/22 4:00,ZEC/USD,63.84,65.44,61,62.29,2700.477122,168212.7199
1.66294E+12,9/12/22 0:00,ZEC/USD,64.34,66.43,61.65,62.98,3012.789947,189745.5109
1.66287E+12,9/11/22 4:00,ZEC/USD,64.59,66.43,63.34,63.84,2475.200338,158016.7896
1.66285E+12,9/11/22 0:00,ZEC/USD,65.26,65.79,63.34,64.34,3039.044852,195532.1458
1.66278E+12,9/10/22 4:00,ZEC/USD,65.51,65.83,64.31,64.59,1382.828881,89316.91742
